PrimaryKey,DateUpdated,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,FundingStatus,ProcurementType,ProcurementMethod,ProjectRegion,ProjectCityTown,ProjectSuburb,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote,Contact,Latitude,Longitude
IP008939,2023-12-01,University of Auckland,O'Rorke Hall Stages 1 & 2.,Refurbishment of an existing student accommodation facility.,,Under construction,Funding source confirmed,Selective,Construct only,Auckland,,,Education,25 - 50 million,,2023-Q2,2022-Q4,2023-Q3,2022-Q4,2025-Q2,2022-Q2,2025-Q3,,,,,
IP008940,2023-12-01,University of Auckland,Education and Social Work B114.,The B114 project forms part of the Faculty of Education and Social Work (EDSW) workstream initiated by the planned strategic divestment of the University of Auckland’s (UoA) Epsom campus. A key driver for the Project is to relocate EDSW to the city campus.,,Under construction,Funding source confirmed,Selective,Construct only,Auckland,,,Education,1 - 5 million,,2023-Q1,2023-Q3,2023-Q3,2023-Q3,2024-Q1,2020-Q2,2024-Q1,,,,,
IP008941,2023-12-01,University of Auckland,University Hall Apartments - B436.,Refurbishment of an existing student accommodation facility.,,In procurement,Funding source confirmed,Selective,Construct only,Auckland,,,Education,5 - 25 million,,2023-Q4,2023-Q4,2024-Q1,2024-Q2,2025-Q2,2023-Q1,2025-Q3,,,,,
IP008942,2023-12-01,University of Auckland,Newmarket Campus Landscape Project.,New hard and soft landscaping  infrastructure and roading improvements.,,Under construction,Funding source confirmed,Selective,Construct only,Auckland,,,Education,5 - 25 million,,2023-Q2,2023-Q3,2023-Q3,2023-Q4,2024-Q2,2021-Q2,2025-Q3,,,,,
IP008943,2023-12-01,University of Auckland,Carrick Place - B581.,Refurbishment of an existing tertiary education building.,,In planning,Funding source confirmed,Selective,Construct only,Auckland,,,Education,1 - 5 million,,2024-Q1,2024-Q1,2024-Q2,2024-Q2,2025-Q1,2023-Q2,2026-Q1,,,,,
IP008944,2023-12-01,University of Auckland,Glasgow Place - B509.,Refurbishment of an existing tertiary education building.,,In planning,Funding source confirmed,Selective,Construct only,Auckland,,,Education,1 - 5 million,,2023-Q1,2024-Q1,2024-Q2,2024-Q2,2024-Q3,2022-Q2,2024-Q2,,,,,
IP008945,2023-12-01,University of Auckland,B409 Security Building refurbishment.,Refurbishmant of an existing support building.,,Under construction,Funding source confirmed,Selective,Construct only,Auckland,,,Education,1 - 5 million,,2023-Q2,2023-Q3,2023-Q4,2023-Q4,2024-Q2,2023-Q2,2024-Q3,,,,,
IP009807,2023-12-01,University of Auckland,B421 - Architectural Refurbishment.,Refurbishmant of an existing tertiary education building.,,Early planning,Funding source to be confirmed,Selective,Construct only,Auckland,,,Education,25 - 50 million,,2024-Q3,2024-Q4,2024-Q1,2025-Q2,2027-Q4,2023-Q2,2027-Q2,,,,,
IP009808,2023-12-01,University of Auckland,Whitaker Place Hall Demolition.,Demolition of B601  602  603.,,Under construction,Funding source confirmed,Selective,Construct only,Auckland,,,Education,5 - 25 million,,2023-Q4,2023-Q4,2023-Q4,2023-Q4,2024-Q3,2023-Q2,2024-Q3,,,,,
IP009809,2023-12-01,University of Auckland,ECE consolidation.,Combining City Campus ECE's into one site.,,On hold,Funding source to be confirmed,Selective,Construct only,Auckland,,,Education,5 - 25 million,,2024-Q3,2024-Q3,2024-Q4,2025-Q1,2026-Q2,2023-Q2,2026-Q2,,,,,
IP009810,2023-12-01,University of Auckland,B109 LVL1 and 1M Student Spaces.,Converting to collaborative student study spaces.,,Under construction,Funding source confirmed,Selective,Construct only,Auckland,,,Education,1 - 5 million,,2023-Q3,2023-Q3,2023-Q4,2023-Q4,2024-Q1,2023-Q2,2024-Q1,,,,,
IP010371,2023-12-01,University of Auckland,B230 Law and Performing Arts.,New faculty accommodation  teaching and performing arts centre.,,Early planning,Funding source to be confirmed,To be determined,Construct only,Auckland,,,Education,250 - 500 million,,,,,,,2023-Q3,2028-Q4,,,,,
IP004016,2023-09-30,Ashburton District Council,Ashburton District Library and Civic Centre.,Proposed building integrates a new 2 450m2 community library facility (includes public music room  community meeting space  children’s work areas  educational spaces  and integrated performance area. Additionally  there will be a new 3 600m2 civic office building  council chamber and EOC.,,Under construction,Funded for delivery,To be determined,To be determined,Canterbury,,,Community facilities,50 - 100 million,,,,,,,2021-Q1,2023-Q4,,,,,
IP006655,2023-09-30,Auckland Council,Building Auckland’s Resource Recovery.,A series of eight recycling centres across Auckland. This project will fast track the effectiveness of the Resource Recovery Network through developing fit for purpose infrastructure to support resource recovery activity.,,Under construction,Funded for delivery,To be determined,To be determined,Auckland,,,Environmental,5 - 25 million,,,,,,,2021-Q1,2024-Q1,,,,,
IP008946,2023-09-30,Auckland Council,Te Whau Pathway.,The Te Whau Pathway will be extended through New Lynn  from Olympic Park to Ken Maunder Park  and through Te Atatū South  from Laurieston Park to the North Western Cycleway. This will give these communities an easy and safe way to get around.,,Under construction,Funded for delivery,To be determined,To be determined,Auckland,,,Transport,25 - 50 million,,,,,,,2020-Q4,2025-Q2,,,,,
IP004001,2023-09-30,Auckland Transport,Northwestern Busway.,It involves a range of short-term works (early deliverables ahead of a full busway or light rail) which includes new bus interchanges at Te Atatu Rd  Lincoln Rd and Westgate  local bus stop improvements  and bus priority at motorway interchanges and along motorway shoulders. This project involves $100 million worth of improvements to the North Western Motorway to allow faster and more frequent bus services.,,Under construction,Funded for delivery,To be determined,To be determined,Auckland,,,Transport,100 - 250 million,,,,,,,2021-Q3,2026-Q2,,,,,
IP008075,2023-09-30,Auckland Transport,Tamaki Makaurau Auckland Electric Ferries.,To pilot electric ferry and one hydrogen-ready hybrid ferry in Auckland  and one electric ferry in Tauranga.,,Under construction,Funded for delivery,To be determined,To be determined,Auckland,,,Transport,25 - 50 million,,,,,,,2022-Q2,2024-Q4,,,,,
IP008109,2023-09-30,Aukaha (1997) Ltd,Energy Hardship Alleviation - Substitute.,Home energy retrofit pilot project.,,Under construction,Funded for delivery,To be determined,To be determined,Otago,,,Community facilities,1 - 5 million,,,,,,,2022-Q2,2024-Q2,,,,,
IP004012,2023-09-30,Bone Marrow Cancer Trust,Medi Hotel – “ Ranui Apartments”.,The Bone Marrow Cancer Trust is developing a Medi-Hotel offering 42 fully self-contained apartments for patients and their families undergoing cancer treatment.,,Under construction,Funded for delivery,To be determined,To be determined,Canterbury,,,Community facilities,5 - 25 million,,,,,,,2021-Q2,2024-Q3,,,,,
IP004069,2023-09-30,Buller District Council,Port Package - Grey Port.,The ports package (strategy and summary attached) seeks central government funding to enable the ongoing private investment from four companies (letters of support attached). By spending $7.0m to revitalise the 'port and river systems' for sustainable shipping and operations  the fishing and bulk trades will grow on the West Coast creating substantial long term jobs in both sectors. Without this underlying infrastructure investment  private investment is likely to be constrained due the risk of the assets not supporting long term operations.,,Under construction,Funded for delivery,To be determined,To be determined,West Coast,,,Transport,5 - 25 million,,,,,,,2021-Q2,2024-Q2,,,,,
IP004890,2023-09-30,Cancer Society Of New Zealand Canterbury-West Coast Division Incorporated,Cancer Society – Christchurch Building Project.,To design  consent and construct an integrated Cancer Society Community Centre for the Canterbury region.,,Under construction,Funded for delivery,To be determined,To be determined,Canterbury,,,Community facilities,5 - 25 million,,,,,,,2021-Q2,2023-Q4,,,,,
IP004078,2023-09-30,Chatham Islands Airport Limited,Chatham Islands Airport.,Construction of a 490m extension to the existing runway  to extend the overall length to 1 850m as well as ancillary works to enable the airport to accommodate Code 4C aircraft (jet aircraft). Project has been split into two phases with an initial design phase to establish a firm cost for the project prior to committing funding for the construction of the runway (initial phase government funding is $700 000). 5.5m paid by Waka Kothai for transmission gully delay.,,Under construction,Funded for delivery,To be determined,To be determined,Canterbury,,,Transport,50 - 100 million,,,,,,,2021-Q3,2024-Q2,,,,,
IP008951,2023-09-30,Christchurch City Council,Major Cycleway Routes.,The overall scope of the Major Cycleway Routes (MCR) programme is building cycle routes across Christchurch city and is key to providing residents with mode choice and mode shift from vehicles to active transport modes. The MCR network are high quality separated cycleways that provide significant safety improvements for cyclists.,,Under construction,Funded for delivery,To be determined,To be determined,Canterbury,,,Transport,100 - 250 million,,,,,,,2020-Q3,2025-Q2,,,,,
IP006652,2023-09-30,Crown Infrastructure Partners Limited,Digital package.,To address rural connectivity issues that arose during Covid-19  inlcuding increased broadband capacity to areas that experienced congestion and further funds to connect boradband to more Marae that can provide a rural digital hub. $2.5m from Round 1 borrowed to pay some of IRG stuff inlcuded in co-fund of 3 886 653.,,Under construction,Funded for delivery,To be determined,To be determined,Nationwide,,,Communications,50 - 100 million,,,,,,,2021-Q4,2024-Q1,,,,,
IP006656,2023-09-30,Energy Efficiency and Conservation Authority,Minimum Viable Hydrogen Refuelling Network.,There are two contracts involved in the project: One with Hiringa Refuelling New Zealand limited – contract signed 23 August 2021 and Another with TR Group Limited – contracted signed 17 September 2021.,,Under construction,Funded for delivery,To be determined,To be determined,Waikato,,,Environmental,25 - 50 million,,,,,,,2022-Q2,2024-Q4,,,,,
IP008087,2023-09-30,Energy Efficiency and Conservation Authority,Thermal Drying Facility Replacement.,Construct a new sludge dryer at NPDC's wastewater treatment plant to dry sludge for beneficial reuse  primarily fuelled by natural gas with provision to enable supplementary use of hydrogen. Also construct a new building to house the wastewater treatment plant’s laboratory facilities.,,Under construction,Funded for delivery,To be determined,To be determined,Taranaki,,,Environmental,50 - 100 million,,,,,,,2021-Q4,2025-Q2,,,,,
IP004895,2023-09-30,Environment Canterbury,Region Wide River Berm Planting Programme.,This project is an extensive planting programme across various river berms from Kaikoura to Waitaki. It includes removing exotic non-beneficial invasive plant species  and strengthening waterway edges to improve flood resilience. 05/07/2022 Funds added from P610 - Halswell/Hurutinin weed barrage.,,Under construction,Funded for delivery,To be determined,To be determined,Canterbury,,,Environmental,5 - 25 million,,,,,,,2021-Q3,2023-Q4,,,,,
IP004899,2023-09-30,Environment Canterbury,Rangitata River flood recovery.,This project comprises of work to repair damage done to stop banks during the December 2019 flood event. The stop banks protecting State highway 1 and bridge across the Rangtitata River are currently below pre-flood protection levels. Specifically  the project involves: Repairing damaged stop banks and associated structures to pre 2019 flood event standards and Engineering design works and associated environmental / cultural studies to scope out increasing current flood level protection.,,Under construction,Funded for delivery,To be determined,To be determined,Canterbury,,,Environmental,5 - 25 million,,,,,,,2020-Q4,2023-Q4,,,,,
IP005989,2023-09-30,Environment Canterbury,Ashley/Rakahuri River Protection and Fairway Management.,This project is a flood management programme that will remove vegetation that is currently choking the river causing it to spread laterally resulting in erosion and loss of productive farmland.,,Under construction,Funded for delivery,To be determined,To be determined,Canterbury,,,Environmental,1 - 5 million,,,,,,,2020-Q4,2023-Q4,,,,,
IP004912,2023-09-30,Environment Southland,Gore Town S/B Upgrade.,This project comprises urgently required stopbank upgrades  which will raise stopbank heights to design levels based on climate change modelling  along the Mataura River.,,Under construction,Funded for delivery,To be determined,To be determined,Southland,,,Environmental,5 - 25 million,,,,,,,2021-Q3,2024-Q2,,,,,
IP004916,2023-09-30,Environment Southland,Wyndham Stopbank Upgrade.,This project is a flood management programme  which will increase stopbank heights to climate change design levels.,,Under construction,Funded for delivery,To be determined,To be determined,Southland,,,Environmental,1 - 5 million,,,,,,,2021-Q3,2024-Q2,,,,,
IP004918,2023-09-30,Environment Southland,Invercargill Stopbank Upgrade.,The project will raise the height and strengthening of Otepuni Stop Banks. This project is part of a broader flood management programme protecting Invercargill City. The effectiveness of this programme requires all projects of the flood management programme to be put in place 13/12/2022 Otepuni Stop Banks Upgrade (P290) merged with Waihopai Stop Bank (P289) into Invercargill Stopbank Upgrade (P290).,,Under construction,Funded for delivery,To be determined,To be determined,Southland,,,Environmental,1 - 5 million,,,,,,,2022-Q1,2024-Q1,,,,,
IP004919,2023-09-30,Environment Southland,Stead Street Pump Station.,This project will replace existing drainage pump and associated pipework  and upgrade the pump station structures and building. This project is part of a broader flood management programme protecting Invercargill City.,,Under construction,Funded for delivery,To be determined,To be determined,Southland,,,Environmental,5 - 25 million,,,,,,,2021-Q3,2024-Q2,,,,,
IP004035,2023-09-30,Far North District Council,Te Hiku o te Ika Revitalisation.,The project includes works identified by the Te Hiku o Te Ika Master Plan and incorporates pathways  car parking  lighting  seating  art works with a cultural overlay to improve the infrastructure and streetscape of Ahipara  Kaitaia and Awanui.,,Under construction,Funded for delivery,To be determined,To be determined,Northland,,,Community facilities,5 - 25 million,,,,,,,2020-Q4,2024-Q1,,,,,
IP004804,2023-09-30,Far North District Council,Mid-North Sports Package: Waipapa.,The project will develop 5 football fields  a carpark  a small changing room/toilet and include necessary civil works. The project also included land acquisition of 10 hectares of agricultural land which was completed on 1 May 2020 (and this aspect is not included in the scope of this project). This is a community facility and is required to meet the need for more sports fields in the Bay of Islands area.,,Under construction,Funded for delivery,To be determined,To be determined,Northland,,,Community facilities,5 - 25 million,,,,,,,2021-Q3,2024-Q1,,,,,
IP004803,2023-09-30,Far North Holdings Ltd,FNDC jetties - Pukenui  Unahi  Rangitane.,The project involves: Pukenui & Unahi jetties – demolish existing concrete wharf and construct new heavy-vehicle concrete wharf with fender piles  floating pontoon  service deck  and other works. Rangitane jetties - construct a new reclamation with space for 20 trailers and 12 car parks. Construct a double width boat ramp  with a launching pontoon in the centre to make it safer to launch and retrieve vessels. A new jetty and pontoon will be installed to replace the existing one which is unsafe.,,Under construction,Funded for delivery,To be determined,To be determined,Northland,,,Transport,5 - 25 million,,,,,,,2021-Q2,2024-Q4,,,,,
IP004020,2023-09-30,Gisborne District Council,Gisborne Olympic Pool.,A redevelopment of Gisborne’s Olympic Pool complex with three phases: Demolition of current pool & building  Indoor pool & hall and Outdoor pool & landscaping.,,Under construction,Funded for delivery,To be determined,To be determined,Gisborne,,,Community facilities,25 - 50 million,,,,,,,2021-Q3,2023-Q4,,,,,
IP004846,2023-09-30,Gisborne District Council,Waipaoa River Flood Control Scheme.,This project is a flood management programme that will upgrade 15km of critical area stop banks and associated structure  along with associated access and remedial works.,,Under construction,Funded for delivery,To be determined,To be determined,Gisborne,,,Environmental,5 - 25 million,,,,,,,2020-Q4,2023-Q4,,,,,
IP005980,2023-09-30,Green School Properties Limited and Green School Farm Limited,Green School New Zealand.,Constructing phases two and three of Green School New Zealand which will expand the school’s capacity from 120 students to 250 students. Securing this extra capacity is key to ensuring the long term feasibility of the school.,,Under construction,Funded for delivery,To be determined,To be determined,Taranaki,,,Environmental,5 - 25 million,,,,,,,2020-Q4,2025-Q1,,,,,
IP004022,2023-09-30,Hastings District Council,Flaxmere and Iona Urban Developments.,The project involves the delivery of Bulk Housing Infrastructure required to enable land to be developed for social  affordable and market housing in Hastings. The project supports approximately 350 market houses and 175 social and affordable houses.,,Under construction,Funded for delivery,To be determined,To be determined,Hawke's Bay,,,Housing,5 - 25 million,,,,,,,2021-Q1,2025-Q3,,,,,
IP004860,2023-09-30,Hawke's Bay Regional Council,Heretaunga Plains Flood Control Protection.,This project is a flood management programme will construct new or strengthen existing stop banks on the Tutaekuri  Ngaruroro and Clive Rivers areas within the Heretaunga Plains Flood Control Scheme.,,Under construction,Funded for delivery,To be determined,To be determined,Hawke's Bay,,,Environmental,5 - 25 million,,,,,,,2021-Q4,2023-Q4,,,,,
IP008948,2023-09-30,Hawke's Bay Regional Council,Upper Tukituki Flood Control Scheme.,This project is a flood management programme involving the removal and stockpile of 800 000m3 of gravel from the Upper Tukituki Flood protection Scheme.,,Under construction,Funded for delivery,To be determined,To be determined,Hawke's Bay,,,Environmental,5 - 25 million,,,,,,,2021-Q3,2023-Q4,,,,,
IP006659,2023-09-30,Heritage NZ,Hokitika Government Building.,To purchase and upgrade the historic Seddon House property  Hokitika  for use as Department of Conservation offices.,,Under construction,Funded for delivery,To be determined,To be determined,West Coast,,,Community facilities,5 - 25 million,,,,,,,2022-Q2,2025-Q1,,,,,
IP005977,2023-09-30,Hihiaua Cultural Centre,Hihiaua Cultural Centre.,Construct an architecturally iconic 800 seat performing arts and conference venue. Stage 2 of the Hihiaua Cultural Centre project. This is part of Whangarei ‘Rejuvenation Package’.,,Under construction,Funded for delivery,To be determined,To be determined,Northland,,,Community facilities,5 - 25 million,,,,,,,2022-Q4,2025-Q4,,,,,
IP004849,2023-09-30,Horizons Regional Council,Rangitikei River Enhancement.,This project is a flood management programme that will develop a river park to enhance access to the Rangitikei River close to State Highway 1 near Bulls. The projects includes: extensive landscaping and planting of native plants to manage river edge erosion and locating and constructing stable walkways to manage foot  cycle and recreational horse riding activities away from unstable ground.,,Under construction,Funded for delivery,To be determined,To be determined,Manawatū - Whanganui,,,Environmental,5 - 25 million,,,,,,,2020-Q4,2025-Q2,,,,,
IP004850,2023-09-30,Horizons Regional Council,Palmerston North Flood Protection.,This project is a flood management programme  which involves rebuilding stopbanks and strengthening associated structures involving major earth works  drainage work and reinstatement of land.,,Under construction,Funded for delivery,To be determined,To be determined,Manawatū - Whanganui,,,Environmental,5 - 25 million,,,,,,,2020-Q4,2025-Q2,,,,,
IP004852,2023-09-30,Horizons Regional Council,Foxton Flood Mitigation.,This project is a flood management programme  which includes : Upgrading sections of the existing stop bank to meet higher engineering standards  constructing surface water drainage system in the eastern catchment area of Foxton and diversion of water to the existing Whirokino drainage scheme.,,Under construction,Funded for delivery,To be determined,To be determined,Manawatū - Whanganui,,,Environmental,5 - 25 million,,,,,,,2021-Q3,2025-Q2,,,,,
IP004855,2023-09-30,Horizons Regional Council,Lower Manawatu Flood Protection Resilience.,The project will upgrade 25 km of stop banks by raising the heights and civil engineering modifications improve performance of existing stop banks. This project is part of a long term programme of works being undertaken to upgrade flood resilience across the Lower Manawatu River flood Plain area.,,Under construction,Funded for delivery,To be determined,To be determined,Manawatū - Whanganui,,,Environmental,5 - 25 million,,,,,,,2021-Q3,2025-Q2,,,,,
IP004853,2023-09-30,Horowhenua District Council,Tara-Ika Growth Area.,Connecting three waters  roading & parks infrastructure required to enable the greenfield development of ~2 500 houses.,,Under construction,Funded for delivery,To be determined,To be determined,Manawatū - Whanganui,,,Housing,25 - 50 million,,,,,,,2021-Q1,2024-Q4,,,,,
IP004018,2023-09-30,Hurunui District Council,Conical Hill flyline at Hanmer Springs.,Build a new tourist attraction at Hanmer Springs. A fly to be constructed on a walkway that attracts 80 000 visitors per year.,,Under construction,Funded for delivery,To be determined,To be determined,Canterbury,,,Community facilities,1 - 5 million,,,,,,,2021-Q3,2024-Q2,,,,,
IP004061,2023-09-30,Hutt City Council,Naenae Pool + Fitness New Build.,The demolition of the current earthquake prone Naenae Pool + Fitness building in Everest Avenue Naenae  Lower Hutt and construction of a new Aquatic and Fitness facility – funding dependent on Council LTP approval for June 2021.,,Under construction,Funded for delivery,To be determined,To be determined,Wellington,,,Community facilities,50 - 100 million,,,,,,,2021-Q3,2024-Q3,,,,,
IP004041,2023-09-30,Kaikohe & Districts Sportsville Incorporated,Mid-North Sports Package: Lindvart Park.,This project includes upgrading and constructing new facilities for 25 different sports across the Far North. The work includes upgrading court facilities  roading and carparking improvements and safer access to Lindvart Park in Kaikohe. A new pavilion capable of providing two full sized competition indoor courts and supporting facilities is planned. A recent sport strategy plan for the region has identified the need for this project. A detailed project plan will be drafted through the deisgn and consenting stage.,,Under construction,Funded for delivery,To be determined,To be determined,Northland,,,Community facilities,5 - 25 million,,,,,,,2022-Q2,2024-Q1,,,,,
IP006374,2023-09-30,Kaipara District Council,Kaipara Stopbank Enhancement.,Funding will support: Raupo Internal Stopbank ($2.5M) - installation of flood gates will aloow stormwater to be attenuarted and used to address animal welfare issues over the dry season  and help to raise the groundwater levels duringthe drier period  Mitigating the instrusion of salt water. the floodgates will also reduce the need to raise over 30km of internal stopbanks in Raupo Drainage District. Dargaville to Te Kopuru Stopbank ($3.5m) - works wil linclude standard maintenance on stopbanks  that will support the first phase of land productivity change associated iwth the Provincial Growth Fund funded Tai Tokerau Water Stoargae project and Kapara Kai.,,In planning,Funded for delivery,To be determined,To be determined,Northland,,,Environmental,5 - 25 million,,,,,,,2022-Q3,2024-Q1,,,,,
IP004874,2023-09-30,Marlborough District Council,Wairau River Flood protection Scheme.,The project comprises strengthening and protection construction work on the Southern Valley/Upper Conders area of Wairau River  and associated pump station infrastructure construction installation and maintenance work. The project integral to the overall Wairau River flood protection scheme.,,Under construction,Funded for delivery,To be determined,To be determined,Marlborough,,,Environmental,5 - 25 million,,,,,,,2021-Q1,2023-Q4,,,,,
IP004058,2023-09-30,Marlborough Kaikoura Trail Trust,The Whale Trail.,The Marlborough Kaikōura Trail Trust  (the Trust)  was formed in December 2017 to develop  promote and construct the trail. Since then the Trust has completed a technical study  identifying the route and detailed project costs  and a business case that identified the project would deliver significant public benefit. The trail will connect the communities of Picton  Blenheim  Seddon  Ward  Kekerengu  Clarence and Kaikōura. Building the trail would also complete a key part of the NZ’s cycling infrastructure with a vital link to Picton and the Cook Strait ferries which carry over a million passengers per year.,,Under construction,Funded for delivery,To be determined,To be determined,South Island,,,Transport,25 - 50 million,,,,,,,2020-Q4,2025-Q2,,,,,
IP004068,2023-09-30,Masterton District Council,Hood Aerodrome Infrastructure Upgrade.,Upgrade the runway by resurfacing and widening  airfield fixtures  terminal precinct and services  and engineering precinct. (Stage 1: $3.3m)  acquire land and proceed with work on runway approaches and an extension of the runway  alignment of Manaia Road  work on drainage and runway engineering  and upgrade airfield management. (Stage 2: $6.7m). Stage 2 would require securing additional consents and co-funding to deliver the larger project. This project will transform the Hood Aerodrome into a modern  functional airport and centre for aviation activity.,,Under construction,Funded for delivery,To be determined,To be determined,Wellington,,,Transport,5 - 25 million,,,,,,,2020-Q4,2025-Q4,,,,,
IP008609,2023-09-30,Merlin Labs NZ Ltd,Apollo Aviation.,$1m convertible loan to Merlin Labs NZ Limited for the Commercialisation and Certification of Autonomous Aircraft. Establish a commercially operating freight business using certified NZ planes fitted with Merlin Labs Inc US technology and seek Civil Aviation Authority.,,Under construction,Funded for delivery,To be determined,To be determined,Nationwide,,,Transport,5 - 25 million,,,,,,,2021-Q4,2025-Q1,,,,,
IP004845,2023-09-30,Midway Surf Life Saving Club,Midway SLSC Surf Rescue Community Hub.,The project will build a ‘fit–for-purpose’ surf rescue community hub that supports and enables sustainable delivery of lifeguarding services along the stretch of Midway beach to the Waipoa Bridge. The hub will be mixed use  incorporating a restaurant  kiosk and community hire hall for collaboration of events.,,Under construction,Funded for delivery,To be determined,To be determined,Gisborne,,,Community facilities,5 - 25 million,,,,,,,2021-Q3,2023-Q4,,,,,
IP006660,2023-09-30,"Ministry of Business, Innovation and Employment",NZ Battery.,2. The projects included $100.08 million for the initiative New Zealand's Battery- Fixing dry year storage to enable 100 percent renewable electricity (New Zealand's Battery). This funding comprises: • $93.298 million over 2020/21 and 2021/22 for the delivery of advice on the technical  environmental  and commercial feasibility of viable energy storage project  including an assessment against alternatives. • $1.326 million per year for resources at the Ministry of Business  Innovation and Employment (the Ministry) to provide policy advice  and management and administration of the project  along with $0.080 million of related capital.,,In planning,Funded for delivery,To be determined,To be determined,Otago,,,Environmental,100 - 250 million,,,,,,,2022-Q4,2024-Q4,,,,,
IP005971,2023-09-30,Ministry of Housing and Urban Development,Unitec Housing Development.,Horizontal infrastructure to support residential development of up to 4 000 homes on up to 36 hectares of land within the former Unitec campus (a subset of the Wairaka Precinct in the Auckland Unitary Plan)  including three waters  roading and community infrastructure. This investment will bring forward residential construction on the Site.,,Under construction,Funded for delivery,To be determined,To be determined,Auckland,,,Housing,50 - 100 million,,,,,,,2021-Q2,2024-Q4,,,,,
IP005982,2023-09-30,Ministry of Housing and Urban Development,Te Pa Tahuna.,This project was designed to provide in excess of 300 new homes to central Queenstown  of which circa 100 would be under the Government’s KiwiBuild banner. The site has been cleared and a civils contract to provide roading and services was about to be let. Following these enabling works  work would commence on the first two buildings  being a 27-unit 3 level walk up apartment building (SL06) and a 53 unit 5 level apartment building (SL04). Both buildings were designed to accommodate KiwiBuild typologies and cater to the needs of a stressed Queenstown housing market. This is the largest project of this nature in Queenstown.,,Under construction,Funded for delivery,To be determined,To be determined,Otago,,,Housing,5 - 25 million,,,,,,,2021-Q1,2023-Q4,,,,,
IP008950,2023-09-30,Nelson City Council,AIMEX: Nelson Port Slipway.,Upgrade existing small vessel slipway facilities which are used for building and repairing boats at Port Nelson.,,In planning,Funded for delivery,To be determined,To be determined,Nelson,,,Transport,5 - 25 million,,,,,,,2023-Q2,2024-Q3,,,,,
IP004028,2023-09-30,New Zealand Police,New Whanganui Hub (NZ Police).,Construction of new Police Hub building and custody facility as part of a new justice and social agency hub in Whanganui.,,Under construction,Funded for delivery,To be determined,To be determined,Manawatū - Whanganui,,,Community facilities,25 - 50 million,,,,,,,2022-Q4,2025-Q3,,,,,
IP004801,2023-09-30,Northland Regional Council,Awanui River Flood Protection Scheme - Kaitaia.,This project is a flood protection programme which targets protection for two Townships in Northland. Flood protection for Kaitaia Township and Flood protection for Moewera Township.,,Under construction,Funded for delivery,To be determined,To be determined,Northland,,,Environmental,5 - 25 million,,,,,,,2020-Q1,2024-Q3,,,,,
IP004904,2023-09-30,Otago Regional Council,West Taieri Contour Channel Upgrade.,This project is a flood management programme that will renew aging infrastructure built in 1950’s – contour channel upgrade 2 820m (Stages 5  7  8  9 and 10)  and a bridge replacement.,,Under construction,Funded for delivery,To be determined,To be determined,Otago,,,Environmental,5 - 25 million,,,,,,,2020-Q4,2025-Q2,,,,,
IP008947,2023-09-30,Otorohanga Kiwi House Charitable Trust,Otorohanga Kiwi house.,The Otorohanga Kiwi House Redevelopment is a capital works project that involves building a new Visitors and Department of Conservation Information Centre  retail area and ticketing area; a new Nocturnal House facility displaying Kiwi  Tuatara and other species including an augmented reality interactive space showcasing Moa  and Kiwi  several large free flight aviaries to enable flying displays and bird shows  full refurbishment of existing enclosures and rebuilding the existing brown kiwi breed for release facility and pre-release conditioning facility.,,Under construction,Funded for delivery,To be determined,To be determined,Waikato,,,Community facilities,5 - 25 million,,,,,,,2020-Q3,2024-Q4,,,,,
IP004811,2023-09-30,Paparoa Community Charitable Trust,Paparoa Housing.,The project is to complete the development of a 29 lot subdivision including civil works and subdivision services with 14 lots purposely designed for retirement living. The remaining 15 lots are being sold on the open market as suitable for family dwellings. The project is already well advanced.,,Under construction,Funding source confirmed,To be determined,To be determined,Northland,,,Housing,1 - 5 million,,,,,,,2020-Q4,2023-Q4,,,,,
IP005984,2023-09-30,Poverty Bay Rugby Football Union,Rugby Park grandstand rebuild.,Demolish an existing grandstand at Rugby Park in Tairawhiti and replace it with a fit for purpose facility for rugby  other sports  entertainment and cultural / family events.,,Under construction,Funded for delivery,To be determined,To be determined,Gisborne,,,Community facilities,5 - 25 million,,,,,,,2021-Q4,2024-Q2,,,,,
IP004900,2023-09-30,Queenstown-Lakes District Council,Queenstown Arterials Stage 1.,This project involves a combination of upgrading some existing road corridors and development of a completely new roading link from Henry Street to the intersection of Melbourne Street and Beetham Street in Queenstown.,,Under construction,Funded for delivery,To be determined,To be determined,Otago,,,Transport,50 - 100 million,,,,,,,2021-Q3,2025-Q1,,,,,
IP004901,2023-09-30,Queenstown-Lakes District Council,Queenstown Town Centre.,This project includes the proposed upgrades of the existing road reserve of Brecon Street  Rees Street  Beach Street and Park Street. The upgrades will include new three water services renewals  paving  street furniture  planting and lighting.,,Under construction,Funded for delivery,To be determined,To be determined,Otago,,,Transport,50 - 100 million,,,,,,,2020-Q3,2023-Q4,,,,,
