PrimaryKey,DateUpdated,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,FundingStatus,ProcurementType,ProcurementMethod,ProjectRegion,ProjectCityTown,ProjectSuburb,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote,Contact,Latitude,Longitude
IP008721,8/09/2023,Department of Corrections,HBRP New Access.,Hawkes Bay Regional Prison has been operating with a small  relocatbale entry building for about 10 years - for a high security prison this is no longer fit for purpose. The project will replace the existing relocatble building woth a purpose built facilities.,,Early planning,Funding source confirmed,To be determined,To be determined,Hawke's Bay,,,Justice,5 - 25 million,2023-Q1,2024-Q1,,,,,2022-Q3,2025-Q3,,,,,
IP009309,8/09/2023,Department of Corrections,OCF Ancillary Works.,The OCF High Security Ancillary Works includes hardening work in Unit 35  addition of a Health consultation room and strengthening of the ISU interview room to provide privacy to those being interviewed and align to best practice.,,In procurement,Funding source confirmed,Direct,Design and construct,Otago,,,Justice,1 - 5 million,2022-Q3,2023-Q1,2023-Q1,2023-Q2,2023-Q2,2024-Q2,2022-Q4,2024-Q1,,,,,
IP009830,11/09/2023,Department of Corrections,Temperat\ure Control and Ventilation Programme.,The temperature control and ventilation programme is a multi-year programme to address temperature and ventilation requirements across the prison estate.,,Early planning,Funding source confirmed,To be determined,To be determined,Nationwide,,,Justice,5 - 25 million,,,,,,,2023-Q3,2033-Q2,,,,,
IP009831,11/09/2023,Department of Corrections,Visitor Centre Improvements.,In support of Hōkai Rangi action 3.3  a project has been set up to improve the decor  fittings  furniture  acoustics and generally improve the visiting environment at each prison.,,Early planning,Funding source confirmed,To be determined,To be determined,Nationwide,,,Justice,5 - 25 million,,,,,,,2023-Q4,2027-Q4,,,,,
IP009832,11/09/2023,Department of Corrections,Whanganui Prison Laundry and Kitchen Freezer Upgrade.,There will be upgrades to both Whanganui Prison laundry and kitchen freezer in order to meet opeational standards.,,Early planning,Funding source to be confirmed,To be determined,To be determined,Manawatū - Whanganui,,,Justice,5 - 25 million,,,,,,,2023-Q3,2024-Q3,,,,,
IP009833,11/09/2023,Department of Corrections,Privacy Screens/Features.,Approximately 400 cells across have been identified as requiring privacy screening . In discussion with the Mental Health & Addiction team  a need was identified for bespoke solutions for some cells  to ensure appropriate observation of our most at-risk people in our care  while still providing an acceptable level of privacy. A range of privacy features have been requested to be investigated such as removable and soft panels and curtains (all anti-ligature).,,In planning,Funding source confirmed,To be determined,To be determined,Nationwide,,,Justice,1 - 5 million,,,,,,,2022-Q4,2027-Q2,,,,,
IP009834,13/09/2023,Department of Corrections,Auckland Region Womens' Correction Facility Special Treatment Unit.,This project endeavours to provide better targeted and faster access to services and more effective programmes for Māori and support in an improved whānau connection.,,Early planning,Funding source confirmed,To be determined,To be determined,Auckland,,,Justice,1 - 5 million,,,,,,,2023-Q3,2025-Q4,,,,,
IP002723,15/09/2023,Department of Corrections,3 Waters Remediation - Tranche 2a.,To bring the underground infrastructure to meet current and future needs and legislation.,,In planning,Funding source to be confirmed,To be determined,Other,Nationwide,,,Justice,50 - 100 million,2022-Q3,2022-Q4,,,,2023-Q2,2022-Q3,2037-Q2,https://www.corrections.govt.nz,,,,
IP008748,13/09/2023,Waimakariri District Council,Kaiapoi UV Treatment Implementation.,Implementation of UV treatment in Kaiapoi. Installation of UV reactors at both Darnley Square and Peraki Street water headworks  downstream of the reservoirs.,,In procurement,Funded for delivery,Selective,Construct only,Canterbury,,,Water,1 - 5 Million,,,2023-Q3,2023-Q4,2023-Q4,2024-Q3,2023-Q3,2024-Q3,,,,,
IP008749,13/09/2023,Waimakariri District Council,Domain Road UV Treatment Implementation.,Installation of UV treatment system at Domain Road headworks that supplies both Oxford URban and Rural No.2 water supply schemes.,,In procurement,Funded for delivery,Selective,Construct only,Canterbury,,,Water,1 - 5 Million,,,2023-Q3,2023-Q4,2023-Q4,2024-Q3,2023-Q3,2024-Q3,,,,,
IP008756,13/09/2023,Waimakariri District Council,Pegasus WTP Upgrades (Transfer Pumps and UV).,Upgrade of transfer pumps at Pegasus WTP (in 18/19) and installation of UV treatment equipment in 19/20 and 20/21.,,In procurement,Funded for delivery,Selective,Construct only,Canterbury,,,Water,1 - 5 Million,,,2023-Q3,2023-Q4,2023-Q4,2024-Q3,2023-Q3,2024-Q3,,,,,
IP008786,13/09/2023,Waimakariri District Council,Rangiora - Central Rangiora Capacity Upgrade Stage 6.,Installation of new trunk main through Rangiora. Johns Road to White Street (300mm).,,In planning,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,2023-Q3,2023-Q4,2023-Q4,2024-Q1,2023-Q3,2024-Q1,,,,,
IP008787,13/09/2023,Waimakariri District Council,Rangiora - Central Rangiora Capacity Upgrade Stage 8.,Installation of new trunk main through Rangiora. King Street - Queen to Blackett Street.,,In planning,Funded for delivery,Open,Construct only,Canterbury,,,Water,1 - 5 Million,,,2023-Q3,2023-Q4,2023-Q4,2024-Q1,2023-Q3,2024-Q1,,,,,
IP008895,13/09/2023,Waimakariri District Council,Rangiora UV Treatment Installation.,To install UV treatment on Rangiora Water Supply scheme.,,In procurement,Funded for delivery,Selective,Construct only,Canterbury,,,Water,1 - 5 Million,,,2023-Q3,2023-Q4,2023-Q4,2024-Q3,2023-Q3,2024-Q3,,,,,
IP008965,13/09/2023,Waimakariri District Council,Bay Road and Gammans Creek reservoir sealing.,sealing of cracks in Bay Rd and Gammans reservoirs.,,In planning,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009009,13/09/2023,Waimakariri District Council,McPhedrons Road UV Intsallation.,installation of UV treatment at the McPhedrons Road site.,,In planning,Funded for delivery,To be determined,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009013,13/09/2023,Waimakariri District Council,Darnley Square Supply Main Upgrade.,New 450mm PE main along Smith Street and Sewell Street to connect into existing 450mm and 375mm mains.,,In planning,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009020,13/09/2023,Waimakariri District Council,Oxford Urban and Oxford No 2 Source Upgrade 1 (Oxford No 2 Share).,Develop a third 45 L/s Source for Oxford Urban and Oxford No at Domain Road.,,In planning,Funded for delivery,To be determined,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009034,13/09/2023,Waimakariri District Council,Mairaki Downs Eastern Pipeline Renewal.,New 125mm dia and 63mm dia MDPE mains from end of existing 63 main on Catherwoods Road to Gardiners Road and along Gardiners Road to last property.,,Under construction,Funded for delivery,Direct,Construct only,Canterbury,,,Water,< 1 Million,,,2023-Q3,2023-Q3,2023-Q3,2023-Q4,2023-Q3,2023-Q4,,,,,
IP009041,13/09/2023,Waimakariri District Council,Ayers Street Resevoir Sealing.,Sealing of Ayers Street reservoir with membrane to form complete seal.,,In planning,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009042,13/09/2023,Waimakariri District Council,Peraki Street Reservoir Sealing.,Sealing of Peraki Street reservoir to form complete seal.,,In planning,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009043,13/09/2023,Waimakariri District Council,Townsend Road Pipeline Realignment.,To realign 500mm pipe that is adjacent to current Townsend Road culvert.,,In planning,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009044,13/09/2023,Waimakariri District Council,Kaiapoi Reticulation Sample Points.,Installation of reticulation sample points on the Kaiapoi scheme to improve coverage of water quality sampling.,,In planning,Funded for delivery,Direct,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009045,13/09/2023,Waimakariri District Council,Western Wells Flowmeter Installation.,Installation of flowmeter on Western Wells line at Ayers St water headworks.,,In planning,Funded for delivery,To be determined,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009046,13/09/2023,Waimakariri District Council,Chinnerys Road Backup Well Flowmeter Installation.,Installation of flowemter from Chinnerys Road well.,,In planning,Funded for delivery,To be determined,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009047,13/09/2023,Waimakariri District Council,Mandeville New Sampling Points.,new sampling points in Mandeville/Fernside distribution system.,,In planning,Funded for delivery,Direct,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009048,13/09/2023,Waimakariri District Council,Cust Water Sampling Point.,New sample point for scheme.,,In planning,Funded for delivery,Direct,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009049,13/09/2023,Waimakariri District Council,Ohoka New Sample Point.,New sample point on Ohoka scheme.,,In planning,Funded for delivery,Direct,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009050,13/09/2023,Waimakariri District Council,Woodend Pegasus Sample Points.,new sample point on Woodend Pegasus scheme.,,In planning,Funded for delivery,Direct,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009051,13/09/2023,Waimakariri District Council,Oxford Rural No.2 Sample Point.,New Sample Point.,,In planning,Funded for delivery,Direct,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009052,13/09/2023,Waimakariri District Council,Oxford Rural 1 Sample Point.,new sample point on Oxford Rural 1 scheme.,,In planning,Funded for delivery,Direct,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009053,13/09/2023,Waimakariri District Council,Rangiora New Sample Point.,new sample point in Rangiora.,,In planning,Funded for delivery,Direct,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009054,13/09/2023,Waimakariri District Council,Oxford Rural No.1 Generator Installation.,Installation of generator on Oxford Rural No.1 scheme  one at McPhedrons  consideration of one at Rockford Road HW.,,In planning,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009055,13/09/2023,Waimakariri District Council,Peraki Street Headworks Roof Replacement.,Repair or replace roof on Peraki Street water headworks building following defects identified. Craig Freeman obtained a quote  which was the basis of the budget. THis was included as a staff submission to the 23/24 Annual Plan. 230426058081.,,In planning,Funded for delivery,Selective,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009056,13/09/2023,Waimakariri District Council,View Hill Reservoir Repairs.,Repair to reservoir at View Hill following demonstrably safe inspection by WSP.,,In planning,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009057,13/09/2023,Waimakariri District Council,Kings Ave Water Headworks Building Improvements.,Improvements to Waikuku Beach water headworks building as part of wider site upgrades involving drainage and sewer. Introduced as staff submission to 23/24 Annual Plan  following request from 3 Waters Manager.,,In planning,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009060,13/09/2023,Waimakariri District Council,Kaiapoi - Rising main replacement.,Raven Quay rising main replacement.,,In planning,Funded for delivery,To be determined,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009067,13/09/2023,Waimakariri District Council,Pegasus - Electrical repairs at pump stations.,Program to replace various components of pump stations. 2021/22 Pegasus Main and Mary Ellen 2022/23 Kawari and Te Kohanga 2023/24 Infinity.,,In planning,Funded for delivery,Direct,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009070,13/09/2023,Waimakariri District Council,Kaiapoi WWTP Screens Replacements.,Replacement of aging Step screens.,,In planning,Funded for delivery,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009071,13/09/2023,Waimakariri District Council,Rangiora EDS Pump Station - 3rd Pump Installation.,This is for the installation of the third pump into the Rangiora EDS pump station.,,In planning,Funded for delivery,Direct,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009078,13/09/2023,Waimakariri District Council,Palmer / Church Pipework Upgrade.,Pipe upgrade from Douglas Street to Chruch Street.,,In planning,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009079,13/09/2023,Waimakariri District Council,Stormwater Quality Upgrade.,Stormwater Quality Upgrade.,,In planning,Funded for delivery,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009086,13/09/2023,Waimakariri District Council,Cones Road Drain Upgrade.,Upgrade of the Cones Road Drain opposite Fawcetts Road.,,In planning,Funded for delivery,To be determined,Construct only,Canterbury,,,Water,< 1 Million,,,2023-Q4,2024-Q1,2024-Q1,2024-Q2,2023-Q3,2024-Q2,,,,,
IP009088,13/09/2023,Waimakariri District Council,East Belt Rain Gardens & Soakpits.,Installation of 3 rain gardens on East Belt.,,In procurement,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,2023-Q3,2023-Q4,2023-Q4,2024-Q1,2023-Q3,2024-Q1,,,,,
IP009089,13/09/2023,Waimakariri District Council,School Road Drainage Upgrade.,School Road Drainage Upgrade.,,In planning,Funded for delivery,To be determined,Construct only,Canterbury,,,Water,< 1 Million,,,2023-Q4,2023-Q4,2023-Q4,2024-Q1,2023-Q3,2024-Q2,,,,,
IP009090,13/09/2023,Waimakariri District Council,Norton Place Drainage Upgrade.,Norton Place Drainage Upgrade.,,Under construction,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,2021-Q4,2023-Q2,2022-Q1,2024-Q1,2023-Q3,2024-Q2,,,,,
IP009091,13/09/2023,Waimakariri District Council,Railway Drain Treatment.,Stormwater treatment improvements at the northern end of Railway Drain.,,In planning,Funded for delivery,To be determined,Construct only,Canterbury,,,Water,< 1 Million,,,2024-Q3,,2024-Q4,,2023-Q3,2025-Q2,,,,,
IP009092,13/09/2023,Waimakariri District Council,Lineside Road Drainage Upgrade Stage 2.,New pipework in Lineside Road (Railway Road to Flaxton Road) and in Railway Road at the outfall.,,In planning,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,2023-Q3,2023-Q4,2024-Q1,2024-Q1,2023-Q3,2024-Q2,,,,,
IP009093,13/09/2023,Waimakariri District Council,Three Brooks Enhancement Work - North Brook / Geddis Street.,Repair and replacement of timber lined drain - Package 2 and 3. Section of Geddis Street drain between High Street and Geddis Street. Section of North Brook between West Belt and Elisabieth Street.,,In planning,Funded for delivery,To be determined,Construct only,Canterbury,,,Water,< 1 Million,,,2023-Q4,2023-Q4,2023-Q4,2024-Q2,2023-Q3,2024-Q2,,,,,
IP009098,13/09/2023,Waimakariri District Council,Beswick SW Pump Station Modification.,Modifications to the Beswick Street PS to address inlet chamber and building.,,In procurement,Funded for delivery,To be determined,Construct only,Canterbury,,,Water,< 1 Million,,,2023-Q3,2023-Q4,2024-Q1,2024-Q1,2023-Q3,2024-Q2,,,,,
IP009099,13/09/2023,Waimakariri District Council,Ranfurly Street Pipe Upgrade.,Upgrade the Ranfurly Street stormwater pipe from Dale Street to the outfall to the Can River.,,In planning,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009102,13/09/2023,Waimakariri District Council,Box Drain Improvements.,Investgation and implementation of improvements for the treatment and attenuation of discharge into Box Drain.,,In planning,Funded for delivery,To be determined,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009103,13/09/2023,Waimakariri District Council,Feldwick Drain PS Improvements.,Functional improvements to the Feldwick Drain PS  inlcuding flapgate replacement  new screens and handrails  and removal of the retaining walls.,,In planning,Funded for delivery,To be determined,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009105,13/09/2023,Waimakariri District Council,Stalkers Road Drainage Improvements.,Drainage improvements in Stalkers Road Woodend. 220m of 300mm pipe and 120m of new drain to provide an overflow to Kairaki Creek.,,In procurement,Funded for delivery,Open,Construct only,Canterbury,,,Water,< 1 Million,,,2023-Q3,2023-Q4,2023-Q4,2024-Q1,2023-Q3,2024-Q1,,,,,
IP009106,13/09/2023,Waimakariri District Council,Waikuku Village SH1 Drainage Improvements.,Drainage improvements at Waikuku Village SH1. New swale  driveway culvert and soakpit.,,In procurement,Funded for delivery,Selective,Construct only,Canterbury,,,Water,< 1 Million,,,2023-Q2,2023-Q3,2023-Q3,2023-Q4,2023-Q3,2023-Q4,,,,,
IP009108,13/09/2023,Waimakariri District Council,Pearsons Drain Capacity Improvements.,Capacity improvements along Pearsons Drain in Oxford.,,In planning,Funded for delivery,To be determined,Construct only,Canterbury,,,Water,< 1 Million,,,,,,,2023-Q3,2024-Q2,,,,,
IP009112,13/09/2023,Waimakariri District Council,Swindells Road Drainaeg Upgrade.,Swindells Road Drainaeg Upgrade.,,In planning,Funded for delivery,Direct,Design and construct,Canterbury,,,Water,< 1 Million,,,2024-Q1,2024-Q1,2024-Q2,2024-Q2,2023-Q3,2024-Q2,,,,,
IP009119,13/09/2023,Waimakariri District Council,Southbrook Recylcing Bottle Bank.,Replace 20ft recylcing bottle bank container at Marsh Road.,,In planning,Funded for delivery,To be determined,Construct only,Canterbury,,,Waste management,< 1 million,,,,,,,2023-Q3,2024-Q2,,,,,
IP008894,13/09/2023,Waimakariri District Council,Oxford Rural No.1 Back-up well.,Drill new backup well source for Oxford No 1 water supply.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2024-Q3,2025-Q2,,,,,
IP008952,13/09/2023,Waimakariri District Council,Chalk Hill Pump Station Renewal (and relocation).,Construction of new water headworks for Chalk Hill and pipework to tie into existing.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2033-Q3,2034-Q2,,,,,
IP009818,13/09/2023,Waimakariri District Council,Mandeville Restrictor Upgrades.,Upgrade various restrictors that cannot be tested.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2024-Q3,2025-Q2,,,,,
IP008953,13/09/2023,Waimakariri District Council,Ohoka Restrictor Upgrades.,Upgrade non-testable restrictors.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2024-Q3,2025-Q2,,,,,
IP009819,13/09/2023,Waimakariri District Council,Oxford Rural No.1 Restrictor Upgrades.,Upgrade of restrictors on Oxford 1 scheme where restrictors not able to be tested.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2024-Q3,2025-Q2,,,,,
IP008954,13/09/2023,Waimakariri District Council,Oxford Rural No.2 Restrictor Upgrades.,Upgrade of non-testable restrictors on Oxford Rural No.2 scheme.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2024-Q3,2025-Q2,,,,,
IP008955,13/09/2023,Waimakariri District Council,Summerhill Restrictor Upgrades.,Upgrade of restrictor units on Summerhill scheme.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2024-Q3,2025-Q2,,,,,
IP008956,13/09/2023,Waimakariri District Council,Stubbs Rd Booster Main Stage 1.,New 63mm main along Stubbs Rd from Powells Rd east.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2027-Q3,2028-Q2,,,,,
IP008750,13/09/2023,Waimakariri District Council,Two Chain Rd 3rd Well.,Drilling of a third well at Two Chain Rd.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2024-Q3,2025-Q2,,,,,
IP008751,13/09/2023,Waimakariri District Council,Cust Township Source Upgrade.,new 150mm dia. main from Springbank source to Cust headworks to replace existing 80mm main.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,1 - 5 Million,,,,,,,2028-Q3,2029-Q2,,,,,
IP008752,13/09/2023,Waimakariri District Council,Cust Road Central Fire Flow Main  Mill Rd Fire Flow Main and Cust Rd Fire Flow Main.,New 150mm and 100mm trunk mains throughout Cust to provide fire fighting flows.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,1 - 5 Million,,,,,,,2033-Q3,2038-Q2,,,,,
IP008753,13/09/2023,Waimakariri District Council,Darnley Square Source Upgrade.,Develop an additional 70 L/s well and associated pipework at Darnley Square.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2024-Q3,2025-Q2,,,,,
IP008754,13/09/2023,Waimakariri District Council,Ohoka water supply back-up source.,to provide a second deep well for the Ohoka water supply scheme.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2034-Q3,2035-Q2,,,,,
IP008957,13/09/2023,Waimakariri District Council,Oxford Urban Rural No.2 Reservoir Upgrade (Oxford Urban Share).,A new 500m3 reservoir at either Gammans Creek or Bay Rd headworks to supplement the existing reservoirs.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2031-Q3,2032-Q2,,,,,
IP008958,13/09/2023,Waimakariri District Council,Oxford Urban Rural No.2 Reservoir Upgrade (Oxford Rural No.2 share).,A new 500m3 reservoir at either Gammans Creek or Bay Road headworks to supplement the existing reservois.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2031-Q3,2032-Q2,,,,,
IP008959,13/09/2023,Waimakariri District Council,Oxford Urban and Oxford No 2 Source Upgrade 1.,Develop a new third 45 L/s Domain well source for Oxford Urban and Oxford No 2.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2024-Q3,2025-Q2,,,,,
IP008960,13/09/2023,Waimakariri District Council,Oxford Road Trunk Main.,New 100mm PVC main east along Oxford Road to the development OX02 area connection point.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2024-Q3,2025-Q2,,,,,
IP008961,13/09/2023,Waimakariri District Council,South High Street Fire Flow Upgrade.,New 150mm PVC fire flow main along High Street approximately 540m south of Oxford Road. Replaces existing 100mm mains.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2027-Q3,2028-Q2,,,,,
IP008962,13/09/2023,Waimakariri District Council,Ayers Street Surface Pump Upgrade 1.,One new surface pump at Ayers Street Headworks capable of 100 L/s at 457 kPa to replace existing diesel pump..,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2029-Q3,2030-Q2,,,,,
IP008755,13/09/2023,Waimakariri District Council,Lehmans and Oxford Road Link Main.,New 150 and 200 PVC mains along Lehmans and Oxford Rd and along the future western bypass road alignment  then connecting into Arglington Development.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,1 - 5 Million,,,,,,,2024-Q3,2028-Q2,,,,,
IP008963,13/09/2023,Waimakariri District Council,North Rangiora ring main.,new 150 main along River Road and West Belt between Ballarat and existing 150 main on West Belt.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2032-Q3,2033-Q2,,,,,
IP008757,13/09/2023,Waimakariri District Council,Rangiora Woodend Road Booster Main Stage 1.,New 250mm and 355mm dia PE booster mains from the intersection of Chinnerys Road and Rangiora Woodend Road south along Rangiora Woodend Road to School Road. Also a new 180mm PE main along School Road to Gibbs Drive.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2024-Q3,2025-Q2,,,,,
IP008964,13/09/2023,Waimakariri District Council,James Drive Main Upgrade.,New 125mm dia PE main along James Drive to complement the exisitng 50mm dia mains.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2027-Q3,2028-Q2,,,,,
IP008758,13/09/2023,Waimakariri District Council,Woodend Beach Supply Main.,New 180mm dia PE main along Woodend Beach Road from Judsons Road to Woodend Beach. Includes laying internal 125mm dia PE mains through Woodend Beach.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,1 - 5 Million,,,,,,,2034-Q3,2035-Q2,,,,,
IP008759,13/09/2023,Waimakariri District Council,Waikuku Township Mains.,new 100mm PVC mains along GRessons MacDonalds and Main North Road.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2033-Q3,2034-Q2,,,,,
IP008760,13/09/2023,Waimakariri District Council,Bay Road and Gammans Creek reservoir replacement.,Construction of three new reservoirs at the Bay Road and Gammans Creek headwork sites.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2025-Q3,2026-Q2,,,,,
IP008966,13/09/2023,Waimakariri District Council,Bay Road and Gammans Creek reservoir replacement.,refer project URW0110 (Rural 2 share).,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2025-Q3,2026-Q2,,,,,
IP008761,13/09/2023,Waimakariri District Council,South Belt Reservoir Upgrade.,New 4300m3 reservoir at South Belt to complement existing 4300m3 reservoir.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,1 - 5 Million,,,,,,,2026-Q3,2027-Q2,,,,,
IP008967,13/09/2023,Waimakariri District Council,Ayers Street Supply Main Stage 1.,New 375mm and 300mm PVC main along the drainage coridoor from the Ayers Street headworks west to Ayers Street. The main to run parallel to the existing main from the headworks  and replace the 150mm dia. existing main along the drainage corridor.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2024-Q3,2025-Q2,,,,,
IP008968,13/09/2023,Waimakariri District Council,Northbrook Road Booster Main.,New 200mm PVC main replacing existing 150mm main along Northbrook Road from east of Railway crossing to East Belt.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2025-Q3,2026-Q2,,,,,
IP008762,13/09/2023,Waimakariri District Council,Southbrook Western Supply Main.,New 200mm PVC ring main from South belt along Townsend Road and Fernside Road connecting to Todds Road through Southbrook Todds Road Business Zone Development.,,Early Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2035-Q3,2036-Q2,,,,,
IP008763,13/09/2023,Waimakariri District Council,Rangiora Source Upgrade 1.,Construct an additional 75 L/s well and associated pipework at Kaiapoi as part of the Smith Street well field.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Water,< 1 Million,,,,,,,2024-Q3,2025-Q2,,,,,
