"PrimaryKey","ProjectName","ProjectStatus","FundingStatus","ProcurementType","ProjectRegion","ProjectCityTown","CommissionAssignedInfrastructureSector","EstimatedProjectValueRange","EstimatedQuarterBusinessCaseStart","EstimatedQuarterBusinessCaseCompletion","EstimatedQuarterConstructionStart","EstimatedQuarterConstructionCompletion","EstimatedQuarterProjectRangeStart","EstimatedQuarterProjectRangeCompletion","planned_duration","funding_status_indicator","ProjectRegionCode","GDP_Start","CPI_Start","GDP_End","CPI_End","GDP_Delta_Percent","CPI_Delta_Percent","avg_group_delay","predicted_delay","likelihood"
"IP012956","1514_001 - Whiritoa: Playground equipment renewal","Early planning","Fully funded","To be determined","Waikato","Hauraki","Community","< 1 million",NA,NA,NA,NA,2027-07-01,2028-04-01,275,0,16,75.72233,2.008215,77.22976,1.996746,1.99073377694532,-0.571104189541456,-72.4655172413793,151.47747943961,98.1967037734325
"IP012957","1515_001 - Ridgewater Place  Waihi - Urbanisation (utalizing FC's)","Early planning","Fully funded","Open","Waikato","Hauraki","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,99.1887727445966
"IP012958","1516_001 - Ngatitangata Rd Seal Extension RP 1221 - 1648","In planning","Fully funded","Open","Waikato","Hauraki","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,-154.796330663208,88.1413272495741
"IP012959","1517_001 - Footpath Renewal - Paeroa - Western side of Arney St to be replaced fr","Early planning","Fully funded","Selective","Waikato","Hauraki","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,99.1887727445966
"IP012960","1518_001 - Paeroa Off Street Car Park Renewals","Early planning","Fully funded","Open","Waikato","Hauraki","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,0,16,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-72.4655172413793,-869.772115233151,62.3779456009262
"IP012961","1519_001 - Plains Off Street Car Park Renewal","Early planning","Fully funded","Open","Waikato","Hauraki","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,0,16,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-72.4655172413793,-869.772115233151,62.3779456009262
"IP012962","1520_001 - Waihi Off Street Car Park Renewal","On hold","Fully funded","Open","Waikato","Hauraki","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,0,16,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-72.4655172413793,-869.772115233151,62.3779456009262
"IP012963","1520_002 - Silverton Carpark Renewal","In procurement","Fully funded","Open","Waikato","Hauraki","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,99.1887727445966
"IP012964","1521_001 - Paeroa Refuse Transfer Station Development (2)","Early planning","Fully funded","To be determined","Waikato","Hauraki","Waste","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,99.6883623817166
"IP012965","1522_001 - Waihi Upgrading WWTP","Early planning","Fully funded","To be determined","Waikato","Hauraki","Water","5 - 25 million",NA,NA,NA,NA,2031-07-01,2034-04-01,1005,0,16,77.72758,1.99759,77.72758,1.99759,0,0,-72.4655172413793,-52.8849338687918,76.6290539029406
"IP012966","1523_001 - Junction Road Storage Chamber","Early planning","Fully funded","To be determined","Waikato","Hauraki","Water","< 1 million",NA,NA,NA,NA,2029-07-01,2030-04-01,274,0,16,77.72758,1.99759,77.72758,1.99759,0,0,-72.4655172413793,151.788267508591,90.5892744144965
"IP012967","1524_001 - Victoria Street Flowmeter renewal","Early planning","Fully funded","To be determined","Waikato","Hauraki","Water","< 1 million",NA,NA,NA,NA,2032-07-01,2033-04-01,274,0,16,77.72758,1.99759,77.72758,1.99759,0,0,-72.4655172413793,151.788267508591,90.5892744144965
"IP012968","1525_001 - Kerepehi Waveband Renewals","Early planning","Fully funded","To be determined","Waikato","Hauraki","Water","< 1 million",NA,NA,NA,NA,2027-07-01,2028-04-01,275,0,16,75.72233,2.008215,77.22976,1.996746,1.99073377694532,-0.571104189541456,-72.4655172413793,151.47747943961,90.5680763780846
"IP012969","1526_001 - Chambers Restaurant Waihi - replace roof","Early planning","Fully funded","To be determined","Waikato","Hauraki","Industrial and Commercial","< 1 million",NA,NA,NA,NA,2029-07-01,2030-04-01,274,0,16,77.72758,1.99759,77.72758,1.99759,0,0,-72.4655172413793,151.788267508591,97.9492059409508
"IP012970","1527_001 - Dog Pound - Paeroa","Early planning","Fully funded","To be determined","Waikato","Hauraki","Community","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,98.2192609723615
"IP012971","1528_001 - Hauraki House Garages and Bike Shed","Early planning","Fully funded","To be determined","Waikato","Hauraki","Industrial and Commercial","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,97.9492059409508
"IP012972","1529_001 - Paeroa Croquet Clubrooms roof replacement","Early planning","Fully funded","To be determined","Waikato","Hauraki","Community","< 1 million",NA,NA,NA,NA,2028-07-01,2029-04-01,274,0,16,77.72758,1.99759,77.72758,1.99759,0,0,-72.4655172413793,151.788267508591,98.2192609723615
"IP012973","1530_001 - Paeroa Library - replace air conditioning units","Early planning","Fully funded","To be determined","Waikato","Hauraki","Community","< 1 million",NA,NA,NA,NA,2028-07-01,2029-04-01,274,0,16,77.72758,1.99759,77.72758,1.99759,0,0,-72.4655172413793,151.788267508591,98.2192609723615
"IP012975","1532_001 - Waihi Plunket Rooms","Early planning","Fully funded","To be determined","Waikato","Hauraki","Community","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,98.2192609723615
"IP012976","1533_001 - Waihi Service Centre Outdoor Lunch Area","Early planning","Fully funded","To be determined","Waikato","Hauraki","Community","< 1 million",NA,NA,NA,NA,2026-07-01,2027-04-01,274,0,16,73.65541,2.048457,75.21558,2.014421,2.11820150074516,-1.66154329819957,-72.4655172413793,151.788267508591,98.2192609723615
"IP012977","1534_001 - Whiritoa Emergency Centre Asphalt Carpark","Early planning","Fully funded","To be determined","Waikato","Hauraki","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,99.1887727445966
"IP012978","1535_001 - Whiritoa Emergency Centre Replace Roof","Early planning","Fully funded","To be determined","Waikato","Hauraki","Community","< 1 million",NA,NA,NA,NA,2029-07-01,2030-04-01,274,0,16,77.72758,1.99759,77.72758,1.99759,0,0,-72.4655172413793,151.788267508591,98.2192609723615
"IP012979","1536_001 - Hauraki House HVAC Work to Increase Fresh Air Supply to Hauraki House","Early planning","Fully funded","To be determined","Waikato","Hauraki","Industrial and Commercial","< 1 million",NA,NA,NA,NA,2024-07-01,2030-04-01,2100,0,16,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-72.4655172413793,-415.710746451379,46.253298578054
"IP012980","1537_001 - Plains Community Hub FF&E","Early planning","Fully funded","To be determined","Waikato","Hauraki","Community","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,98.2192609723615
"IP012981","1538_001 - Plains Community Hub Carpark Renewal","Early planning","Fully funded","To be determined","Waikato","Hauraki","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,99.1887727445966
"IP012982","1543_001 - Whiritoa Emergency Centre Solar Panels (Firestation)","Early planning","Fully funded","To be determined","Waikato","Hauraki","Energy","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,100
"IP012983","1544_001 - Waste Management Infrastructure","Early planning","Fully funded","To be determined","Waikato","Hauraki","Waste","1 - 5 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,154.971833954694,100
"IP012984","1544_002 - Safety Barriers at Paeroa - LoS- Renewal","Early planning","Fully funded","To be determined","Waikato","Hauraki","Waste","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,99.6883623817166
"IP012985","1544_003 - Safety Barriers at Waihi - LoS - Renewal","Early planning","Fully funded","To be determined","Waikato","Hauraki","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,99.1887727445966
"IP012986","1544_004 - installation of unmaned weigh bridge.etc - LoS - New growth","Early planning","Fully funded","To be determined","Waikato","Hauraki","Waste","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,99.6883623817166
"IP012987","1544_005 - Reseal of the bin approach á- LoS - Renewal","Early planning","Fully funded","To be determined","Waikato","Hauraki","Waste","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,99.6883623817166
"IP012988","1544_006 - Refubishment of Office - 20K - LoS - Renewal","Early planning","Fully funded","To be determined","Waikato","Hauraki","Community","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,98.2192609723615
"IP012989","1544_007 - Expand concrete slab for steel laydown area - LoS - New","Early planning","Fully funded","To be determined","Waikato","Hauraki","Waste","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,99.6883623817166
"IP012990","1544_008 - Constuct a slip lane next to weigh bridge for recycling - LoS - New gr","Early planning","Fully funded","To be determined","Waikato","Hauraki","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,99.1887727445966
"IP012991","1544_009 - Create a new recycle area - LoS - New growth","Early planning","Fully funded","To be determined","Waikato","Hauraki","Waste","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,16,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-72.4655172413793,151.788267508591,99.6883623817166
"IP009769","HBRC Water Security Programme – Heretaunga Flow Enhancement Scheme","On hold","Funding source to be confirmed","To be determined","Hawke's Bay","Hawkes Bay","Water","5 - 25 million",NA,NA,NA,NA,2020-01-01,2023-01-01,1096,0,5,65.376,1.853659,69.505,7.219251,6.31577337249142,289.459496056179,-38.125,-54.6327972025361,75.2760174916194
"IP009770","Ahuriri Regional Park","Early planning","Funding source to be confirmed","To be determined","Hawke's Bay","Napier","Community","5 - 25 million",NA,NA,NA,NA,2021-01-01,2031-01-01,3652,0,5,66.279,1.436782,77.72758,1.99759,17.273314322787,39.0322261832345,-38.125,-849.007101518901,0
"IP009771","HBRC Water Security Programme –Tukituki Water Security Projects","In planning","Funding source to be confirmed","To be determined","Hawke's Bay","Hawkes Bay","Water","1 - 5 million",NA,NA,NA,NA,2020-01-01,2025-04-01,1917,0,5,65.376,1.853659,70.79394,2.389024,8.28735315712188,28.8815256743554,-38.125,-635.703710609926,36.2426931746382
"IP009772","Hawea Park - Stage 3","On hold","Funding source confirmed","Selective","Hawke's Bay","Hastings","Community","< 1 million",NA,NA,NA,NA,2021-01-01,2024-01-01,1095,1,5,66.279,1.436782,69.307,4.655029,4.56856621252585,223.989930274739,-38.125,58.2646068158864,88.3403530211713
"IP009773","Waitangi Regional Park - Stage 3","In planning","Funding source confirmed","To be determined","Hawke's Bay","Hawkes Bay","Community","< 1 million",NA,NA,NA,NA,2021-01-01,2025-01-01,1461,1,5,66.279,1.436782,70.23492,2.514151,5.9685873353551,74.9848620041175,-38.125,-362.068424603092,47.4128469159003
"IP009774","Karamū enhancement","On hold","Funding source confirmed","Selective","Hawke's Bay","Hastings","Water","1 - 5 million",NA,NA,NA,NA,2021-01-01,2031-01-01,3652,1,5,66.279,1.436782,77.72758,1.99759,17.273314322787,39.0322261832345,-38.125,-733.236919123358,29.6909190766093
"IP009775","Ngaruroro Cycleway Explorer","In planning","Funding source to be confirmed","Selective","Hawke's Bay","Hawkes Bay","Transport","< 1 million",NA,NA,NA,NA,2023-01-01,2024-04-01,456,0,5,69.505,7.219251,69.40367,4.013946,-0.145788072800504,-44.3994120719726,-38.125,-184.825908274256,69.0922843218922
"IP009776","Karumu Cycleway extension","Early planning","Funding source to be confirmed","To be determined","Hawke's Bay","Hastings","Transport","1 - 5 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,5,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-38.125,181.505684898254,91.8310621743609
"IP009777","Wairoa Regional Park development","Early planning","Funding source confirmed","To be determined","Hawke's Bay","Wairoa","Community","< 1 million",NA,NA,NA,NA,2023-01-01,2025-01-01,731,1,5,69.505,7.219251,70.23492,2.514151,1.05016905258615,-65.1743511896179,-38.125,171.391463925103,99.3554286610215
"IP009778","Opoho - new pump station","Early planning","Funding source to be confirmed","To be determined","Hawke's Bay","Wairoa","Water","< 1 million",NA,NA,NA,NA,2022-01-01,2027-01-01,1826,0,5,67.989,5.949008,74.70523,2.022161,9.87840680110017,-66.0084336749925,-38.125,-304.020964606925,58.5234163985265
"IP009779","Ohuia - Whakakī - new pump station","In planning","Funding source to be confirmed","To be determined","Hawke's Bay","Wairoa","Water","< 1 million",NA,NA,NA,NA,2021-01-01,2027-01-01,2191,0,5,66.279,1.436782,74.70523,2.022161,12.7132726806379,40.7423673180761,-38.125,-724.043207956922,30.3085048158984
"IP009780","Flood Control / Drainage scheme -  Heretaunga Flood Control Scheme delivery","Early planning","Funding source to be confirmed","To be determined","Hawke's Bay","Hawkes Bay","Water","250 - 500 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,0,5,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-38.125,-233.72382152003,63.2456131586046
"IP009781","Flood Control / Drainage scheme -  Upper Tukituki Flood Control Scheme delivery","Early planning","Funding source to be confirmed","To be determined","Hawke's Bay","Hawkes Bay","Water","100 - 250 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,0,5,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-38.125,-560.627163328105,41.2859454714468
"IP009782","Flood Control / Drainage scheme -  Warioa  Flood Control Scheme delivery","Early planning","Funding source to be confirmed","To be determined","Hawke's Bay","Hawkes Bay","Water","100 - 250 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,0,5,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-38.125,-560.627163328105,41.2859454714468
"IP009783","Development / Coastal Hazards","Early planning","Funding source to be confirmed","To be determined","Hawke's Bay","Hawkes Bay","Water","1 - 5 million",NA,NA,NA,NA,2023-07-01,2032-07-01,3288,0,5,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975,-38.125,-755.209555011576,28.2149115826281
"IP009784","Catchment Management","In planning","Fully funded","Selective","Hawke's Bay","Hawkes Bay","Water","1 - 5 million",NA,NA,NA,NA,2022-07-01,2032-07-01,3653,0,5,68.588,7.301294,77.72758,1.99759,13.3253338776463,-72.6406031588373,-38.125,-1175.23179836157,0
"IP009785","Flood Protection and Control Works","In planning","Fully funded","Selective","Hawke's Bay","Hawkes Bay","Water","50 - 100 million",NA,NA,NA,NA,2023-07-01,2031-04-01,2831,0,5,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975,-38.125,-802.363692514579,25.0473416706374
"IP009786","Clive River Dredging - land to dispose","On hold","Funding source to be confirmed","To be determined","Hawke's Bay","Hastings","Water","1 - 5 million",NA,NA,NA,NA,2021-07-01,2025-04-01,1370,0,5,68.294,3.342884,70.79394,2.389024,3.66055583213754,-28.5340442563966,-38.125,-159.118038705321,68.25724194493
"IP009787","Forestry","Early planning","Funding source to be confirmed","Selective","Hawke's Bay","Hawkes Bay","Community","< 1 million",NA,NA,NA,NA,2023-07-01,2024-04-01,275,0,5,69.609,6.029285,69.40367,4.013946,-0.294976224338791,-33.4258373919959,-38.125,178.01133038317,100
"IP009788","Flood Models - regular exciting updating (software, datum, catchment change)","Early planning","Funding source to be confirmed","Selective","Hawke's Bay","Hawke's Bay","Water","< 1 million",NA,NA,NA,NA,2023-07-01,2031-04-01,2831,0,5,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975,-38.125,-616.362973933196,37.5419033567573
"IP009789","Wairoa playground riverside sheet pile wall replacement","In planning","Funding source to be confirmed","To be determined","Hawke's Bay","Hawke's Bay","Water","1 - 5 million",NA,NA,NA,NA,2023-07-01,2025-04-01,640,0,5,69.609,6.029285,70.79394,2.389024,1.70227987760205,-60.3763298633254,-38.125,-238.827346520725,62.9027848704982
"IP009790","Open Spaces_Park beautification programme","In planning","Funding source confirmed","Selective","Hawke's Bay","Hawke's Bay","Community","< 1 million",NA,NA,NA,NA,2023-01-01,2024-04-01,456,1,5,69.505,7.219251,69.40367,4.013946,-0.145788072800504,-44.3994120719726,-38.125,-49.7264152768217,77.8253497127394
"IP009792","Westshore south corner coastal erosion protection","In planning","Funding source to be confirmed","Selective","Hawke's Bay","Napier","Water","1 - 5 million",NA,NA,NA,NA,2024-07-01,2026-04-01,639,0,5,69.52124,3.42672,73.10828,2.067911,5.15963179022697,-39.6533419713312,-38.125,-238.516558451743,62.9236619979029
"IP009793","East Clive and Haumoana groynes re-design and maintenance","Early planning","Funding source to be confirmed","Selective","Hawke's Bay","Hastings","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2026-04-01,639,0,5,69.52124,3.42672,73.10828,2.067911,5.15963179022697,-39.6533419713312,-38.125,64.8844732739535,83.3045666279594
"IP009795","Plantation Pumpstation","In planning","Fully funded","Selective","Hawke's Bay","Napier","Water","1 - 5 million",NA,NA,NA,NA,2023-07-01,2024-04-01,275,0,5,69.609,6.029285,69.40367,4.013946,-0.294976224338791,-33.4258373919959,-38.125,-125.389701342527,70.5229363732303
"IP009796","Waitangi Regional Park Reserve Access","In planning","Fully funded","To be determined","Hawke's Bay","Hastings","Community","< 1 million",NA,NA,NA,NA,2023-07-01,2024-04-01,275,0,5,69.609,6.029285,69.40367,4.013946,-0.294976224338791,-33.4258373919959,-38.125,-128.57326778863,70.1480919282047
"IP009797","Waitangi Regional Park Toilet Block","In planning","Fully funded","Selective","Hawke's Bay","Hastings","Community","< 1 million",NA,NA,NA,NA,2023-07-01,2024-04-01,275,0,5,69.609,6.029285,69.40367,4.013946,-0.294976224338791,-33.4258373919959,-38.125,-128.57326778863,70.1480919282047
"IP009798","Clive River Fico Removal","On hold","Fully funded","Selective","Hawke's Bay","Hastings","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,5,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-38.125,178.322118452151,90.9247181306915
"IP009799","Whakaki Weir","Under construction","Fully funded","Selective","Hawke's Bay","Hastings","Water","< 1 million",NA,NA,NA,NA,2024-01-01,2024-04-01,91,0,5,69.307,4.655029,69.40367,4.013946,0.139480860519144,-13.7718368671817,-38.125,235.196335075741,94.7452324457599
"IP009800","Makara Dam Desiltation","Under construction","Funding source confirmed","Selective","Hawke's Bay","Hastings","Water","< 1 million",NA,NA,NA,NA,2024-01-01,2024-10-01,274,1,5,69.307,4.655029,69.83852,2.715554,0.766906661664768,-41.6640798585788,-38.125,313.421611449586,100
"IP009802","Taradale Carpark PUR","Under construction","Funding source confirmed","Selective","Hawke's Bay","Napier","Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2024-04-01,275,1,5,69.609,6.029285,69.40367,4.013946,-0.294976224338791,-33.4258373919959,-38.125,313.110823380605,100
"IP009803","Ahuriri Regional Park Cycleway future enhancement","Early planning","Funding source to be confirmed","Selective","Hawke's Bay","Napier","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2024-10-01,92,0,5,69.52124,3.42672,69.83852,2.715554,0.456378511085241,-20.7535485829014,-38.125,234.885547006759,95.1444341272657
"IP009804","Esk Valley Feasibility Cycleway study","Early planning","Funding source to be confirmed","To be determined","Hawke's Bay","Hastings","Transport","< 1 million",NA,NA,NA,NA,2025-07-01,2026-04-01,274,0,5,71.39126,2.23914,73.10828,2.067911,2.4050843198453,-7.64708772117866,-38.125,178.322118452151,91.6334532005632
"IP009805","Whakakī Lower Catchment Pilot Project deal","Early planning","Funding source to be confirmed","To be determined","Hawke's Bay","Hawkes Bay","Water","< 1 million",NA,NA,NA,NA,2020-01-01,2027-01-01,2557,0,5,65.376,1.853659,74.70523,2.022161,14.2701144150759,9.09023720112492,-38.125,-531.207043032302,43.2622362656576
"IP004777","Hawke’s Bay Hospital Linear Accelerators","In planning","Part funded","To be determined","Hawke's Bay","Hastings","Social","25 - 50 million",NA,NA,NA,NA,2021-10-01,2027-10-01,2191,0,5,65.62,4.933586,76.22636,2.002692,16.1633038707711,-59.4069709132465,-38.125,-664.575648763899,0
"IP006602","Hawke’s Bay Hospital Procedure Rooms Upgrade","On hold","Fully funded","Open","Hawke's Bay","Hastings","Social","1 - 5 million",NA,2020-10-01,2021-07-01,NA,2020-10-01,2021-10-01,365,0,5,66.175,1.443696,65.62,4.933586,-0.838685304117858,241.733024126963,-38.125,153.22397062095,100
"IP008222","Gisborne Hospital New Child and Youth Health Community Hub","On hold","Fully funded","Open","Gisborne","Gisborne","Social","1 - 5 million",NA,2021-10-01,NA,NA,2021-10-01,2025-01-01,1188,0,4,65.62,4.933586,70.23492,2.514151,7.03279487960987,-49.0400897035138,-2130.11111111111,-1718.96729427108,50
"IP010752","Whakatupuranga - Nelson Hospital Redevelopment","In planning","Fully funded","Open","Nelson","Nelson","Social","50 - 100 million",NA,2023-07-01,NA,NA,2023-07-01,2031-10-01,3014,0,8,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975,0,-829.779905925443,50
"IP009310","Water - New Connections - Rural - District Wide","Under construction","Funding source confirmed","Selective","Canterbury","Hurunui District","Water","1 - 5 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,1,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-36.8563535911602,-703.974961174252,81.1446503174706
"IP009311","Water - New Connections - Urban - District Wide","Under construction","Funding source confirmed","Selective","Canterbury","Hurunui District","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,1,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-36.8563535911602,-707.158527620355,81.085889954801
"IP009312","Water - WS Network Modelling - District Wide","Under construction","Funding source confirmed","Direct","Canterbury","Hurunui District","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,1,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-36.8563535911602,-707.158527620355,81.085889954801
"IP009313","Water - WS AMP Review - District Wide","Early planning","Funding source confirmed","Direct","Canterbury","Hurunui District","Water","< 1 million",NA,NA,NA,NA,2026-07-01,2033-04-01,2466,1,3,73.65541,2.048457,77.72758,1.99759,5.52867739111085,-2.48318612497114,-36.8563535911602,-366.845592085762,87.3671822889566
"IP009314","Water - Rail/SH road Crossing ducts including consenting - District Wide","In planning","Funding source confirmed","Selective","Canterbury","Hurunui District","Transport","1 - 5 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,1,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-36.8563535911602,-1010.55955934605,75.4858954328184
"IP009316","Water - Pipe LoS Upgrade (identified during water applications & by watermen) - District Wide","Under construction","Funding source confirmed","Selective","Canterbury","Hurunui District","Water","5 - 25 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,1,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-36.8563535911602,-684.645650572362,81.5014191552976
"IP009319","Water - Water asset fencing - Districit Wide","In planning","Funding source confirmed","Selective","Canterbury","Hurunui District","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,1,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-36.8563535911602,-1013.74312579215,75.4271350701487
"IP009320","Water - Facility Criticality - District Wide","Under construction","Funding source confirmed","Direct","Canterbury","Hurunui District","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,1,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-36.8563535911602,-707.158527620355,81.085889954801
"IP009321","Water - Pump replacement - District Wide","In planning","Funding source confirmed","Selective","Canterbury","Hurunui District","Water","1 - 5 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,1,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-36.8563535911602,-1010.55955934605,75.4858954328184
"IP009322","Water - Pump Shed Upgrades - District Wide","Early planning","Funding source confirmed","Selective","Canterbury","Hurunui District","Water","< 1 million",NA,NA,NA,NA,2025-07-01,2034-04-01,3196,1,3,71.39126,2.23914,77.72758,1.99759,8.87548419792563,-10.7876238198594,-36.8563535911602,-593.720882442158,83.1796540661862
"IP009323","Water - Reticulation Renewals (Very High and High Crtically Aged Based) - District Wide","In planning","Funding source confirmed","Open","Canterbury","Hurunui District","Water","5 - 25 million",NA,NA,NA,NA,2024-07-01,2033-04-01,3196,1,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-36.8563535911602,-877.792603565963,77.9364283820306
"IP009324","Water - Water application Rural physical works - 20m length - District Wide","Under construction","Fully funded","Selective","Canterbury","Hurunui District","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,3,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-36.8563535911602,179.302362123952,97.4476541132302
"IP009325","Water - Water application Township physical works - 20m length - District Wide","Under construction","Fully funded","Selective","Canterbury","Hurunui District","Water","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,3,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-36.8563535911602,179.302362123952,97.4476541132302
