"PrimaryKey","ProjectName","ProjectStatus","FundingStatus","ProcurementType","ProjectRegion","ProjectCityTown","CommissionAssignedInfrastructureSector","EstimatedProjectValueRange","EstimatedQuarterBusinessCaseStart","EstimatedQuarterBusinessCaseCompletion","EstimatedQuarterConstructionStart","EstimatedQuarterConstructionCompletion","EstimatedQuarterProjectRangeStart","EstimatedQuarterProjectRangeCompletion","planned_duration","funding_status_indicator","ProjectRegionCode","GDP_Start","CPI_Start","GDP_End","CPI_End","GDP_Delta_Percent","CPI_Delta_Percent","avg_group_delay","predicted_delay","likelihood"
"IP012370","Lower Waitohi - Upgrade of Main line from Karaka","Under construction","Funding source confirmed","Selective","Canterbury","Balmoral","Transport","1 - 5 million",NA,NA,NA,NA,2024-07-01,2026-04-01,639,1,3,69.52124,3.42672,73.10828,2.067911,5.15963179022697,-39.6533419713312,-76.6451612903226,71.3528792307168,71.8000811636734
"IP012380","Wastewater - Leithfield pipe bridge replacement on SH1","In planning","Fully funded","Direct","Canterbury","Hurunui District","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,3,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-76.6451612903226,29.8358859879736,71.088187084373
"IP012447","Stormwater - Fix undersize culvert in High Street - Hawarden","Under construction","Fully funded","Direct","Canterbury","Hawarden","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,3,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-76.6451612903226,62.1950597625487,71.6430515488221
"IP012453","Carp parks - District Wide","Early planning","Funding source confirmed","Open","Canterbury","Hurunui District","Transport","1 - 5 million",NA,NA,NA,NA,2025-07-01,2034-04-01,3196,1,3,71.39126,2.23914,77.72758,1.99759,8.87548419792563,-10.7876238198594,-76.6451612903226,-570.912282965959,60.7871264529263
"IP012454","Queen Mary South Development - Hanmer Springs","In planning","Funding source confirmed","Open","Canterbury","Hanmer Springs","Transport","5 - 25 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,1,3,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-76.6451612903226,-684.94016924828,58.8318842549929
"IP012468","Replacement footbridge - Brooke Dawson Reserve","In planning","Fully funded","Direct","Canterbury","Hanmer Springs","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,3,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-76.6451612903226,29.8358859879736,71.088187084373
"IP012474","Rutherford Railway Reserve - Ring road pavement repairs and resurfacing","Early planning","Funding source to be confirmed","Selective","Canterbury","Culverden","Transport","< 1 million",NA,NA,NA,NA,2033-07-01,2034-04-01,274,0,3,77.72758,1.99759,77.72758,1.99759,0,0,-76.6451612903226,54.9699354846014,71.5191619606333
"IP012476","Scargill Motunau Recreation Reserve - Bridge","In planning","Fully funded","Direct","Canterbury","Greta Valley","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,3,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-76.6451612903226,29.8358859879736,71.088187084373
"IP008583","Cross Valley Connections","In planning","Funding source to be confirmed","To be determined","Wellington","Lower Hutt","Transport","100 - 250 million",2024-07-01,2025-07-01,NA,NA,2021-10-01,2032-10-01,4018,0,18,65.62,4.933586,77.72758,1.99759,18.4510515086864,-59.5103845357109,-4108,-3517.34164675256,18.6438868735111
"IP013311","Te Wai Takamori o Te Awa Kairangi (RiverLink) - Hutt City Council","In planning","Funding source confirmed","Open","Wellington","Lower Hutt","Transport","25 - 50 million",2019-04-01,2021-07-01,NA,NA,2019-04-01,2031-10-01,4566,1,18,64.14,1.48368,77.72758,1.99759,21.1842531961335,34.6375229159927,-4108,-3763.78636747023,12.8260194724759
"IP010403","11093 Mangawhai SW (Eveline street)","Under construction","Fully funded","To be determined","Northland","Mangawhai","Transport","1 - 5 million",NA,NA,NA,NA,2023-07-01,2024-10-01,458,0,10,69.609,6.029285,69.83852,2.715554,0.329727477768691,-54.9605964886384,-137.25,-40.3152747632755,89.5786989725556
"IP010406","13049 Alamar Carpark","In procurement","Fully funded","Open","Northland","Mangawhai","Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2024-10-01,458,0,10,69.609,6.029285,69.83852,2.715554,0.329727477768691,-54.9605964886384,-137.25,-35.3833974468295,89.9507751711416
"IP010419","15002 Kaiwaka Rangiora Rd park development","Under construction","Fully funded","Open","Northland","Kaiwaka","Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2024-10-01,458,0,10,69.609,6.029285,69.83852,2.715554,0.329727477768691,-54.9605964886384,-137.25,-35.3833974468295,89.9507751711416
"IP010422","15017 Mangawhai Coastal Walkway (Breve St track)","In planning","Fully funded","To be determined","Northland","Mangawhai","Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2024-10-01,458,0,10,69.609,6.029285,69.83852,2.715554,0.329727477768691,-54.9605964886384,-137.25,-67.7425712214045,87.5094982303552
"IP010425","15065 Storm damage - Awakino Rail embankment reconstruction","In planning","Fully funded","To be determined","Northland","Awakino","Transport","< 1 million",NA,NA,NA,NA,2023-04-01,2024-10-01,549,0,10,69.266,6.654991,69.83852,2.715554,0.826552709843209,-59.1952265600359,-137.25,-89.0953409793808,85.8985787181572
"IP008173","Cycleways, Walkways and Bridleways","Under construction","Fully funded","Open","Wellington","Kāpiti Coast","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2027-04-01,1004,0,18,69.52124,3.42672,75.21558,2.014421,8.19079176378327,-41.2143098940094,-4108,-3062.03188471733,29.3924710355251
"IP008174","Footpath programme","Under construction","Fully funded","Open","Wellington","Kāpiti Coast","Transport","1 - 5 million",NA,NA,NA,NA,2024-07-01,2027-04-01,1004,0,18,69.52124,3.42672,75.21558,2.014421,8.19079176378327,-41.2143098940094,-4108,-3066.96376203378,29.2760432695673
"IP008176","Ihakara-Arawhata Link Rd","In planning","Part funded","To be determined","Wellington","Paraparaumu","Transport","25 - 50 million",NA,NA,NA,NA,2020-07-01,2026-04-01,2100,0,18,58.01,1.453488,73.10828,2.067911,26.0270298224444,42.2723132217122,-4108,-3188.12394017143,26.4157918970163
"IP008191","SH1 Revocation","Under construction","Fully funded","Open","Wellington","Kāpiti Coast","Transport","5 - 25 million",NA,NA,NA,NA,2017-07-01,2025-04-01,2831,0,18,60.387,1.742739,70.79394,2.389024,17.2337423617666,37.0844400681915,-4108,-3486.56480875272,19.3704415425856
"IP000176.1","Auckland Metro Rail Network Programme - Wiri to Quay Park","Under construction","Fully funded","Open","Auckland","Auckland","Transport","250 - 500 million",NA,NA,NA,NA,2020-01-01,2025-01-01,1827,0,1,65.376,1.853659,70.23492,2.514151,7.43226872246696,35.6317963552088,-324.35,438.884472452179,58.7418766455222
"IP000176.2","Auckland Metro Rail Network Programme - Papakura to Pukekohe Electrification","Under construction","Fully funded","Open","Auckland","Auckland","Transport","250 - 500 million",NA,NA,NA,NA,2020-01-01,2024-07-01,1643,0,1,65.376,1.853659,69.52124,3.42672,6.3406142927068,84.8624801001695,-324.35,485.063498173817,59.6677842626041
"IP000176.3","Auckland Metro Rail Network Programme - Additional Traction Feed (West)","Under construction","Funding source confirmed","Open","Auckland","Auckland","Transport","50 - 100 million",NA,NA,NA,NA,2022-01-01,2025-04-01,1186,1,1,67.989,5.949008,70.79394,2.389024,4.12557913780171,-59.8416408248232,-324.35,-75.7971961123286,48.4223068874055
"IP000176.5","Auckland Metro Rail Network Programme - Accelerated Renewals","Under construction","Fully funded","Selective","Auckland","Auckland","Transport","500 million - 1 billion",NA,NA,NA,NA,2020-10-01,2027-04-01,2373,0,1,66.175,1.443696,75.21558,2.014421,13.661624480544,39.5322145382407,-324.35,2496.60589569476,100
"IP000180.3","Rolling Stock Procurement & Mechanical Facilities - Tier 2&3 Mechanical facilities","In procurement","Fully funded","Open","Nationwide",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2019-07-01,2026-10-01,2649,0,20,64.324,1.674877,74.1876,2.0319,15.3342453827498,21.3163712917426,NA,NA,NA
"IP000181","Wellington Metro Rail Network Programme - Stage 2 - Power Supply Renewal and Upgrade","Post implementation","Fully funded","Open","Wellington","Wellington","Transport","100 - 250 million",NA,NA,NA,NA,2017-07-01,2024-10-01,2649,0,18,60.387,1.742739,69.83852,2.715554,15.6515806382168,55.8210380326601,-4108,-3134.29679315452,27.6864995957181
"IP000182","Wellington Metro Rail Network Programme - Stage 3 - Track and Civil Infrastructure Renewals","Under construction","Fully funded","Limited","Wellington","Wellington","Transport","100 - 250 million",NA,NA,NA,NA,2018-07-01,2026-04-01,2831,0,18,62.626,1.5,73.10828,2.067911,16.7379043847603,37.8607333333333,-4108,-3177.31575667667,26.6709427407246
"IP000183","Wellington Metro Rail Network Programme - Stage 4 - Network Capacity Improvements","Under construction","Fully funded","Open","Wellington","Wellington","Transport","100 - 250 million",NA,NA,NA,NA,2018-07-01,2025-01-01,2376,0,18,62.626,1.5,70.23492,2.514151,12.1497780474563,67.6100666666667,-4108,-3081.09422412981,28.9424627629503
"IP000705","Wellington Metro Rail Network Programme - Stage 6b - Wairarapa Infrastructure Upgrades","Under construction","Fully funded","Open","Wellington","Wellington","Transport","100 - 250 million",NA,NA,NA,NA,2020-07-01,2025-10-01,1918,0,18,58.01,1.453488,71.97811,2.149748,24.0787967591795,47.9027002630913,-4108,-2899.80693463394,33.2221462907966
"IP000706","Wellington Metro Rail Network Programme - Stage 5 - now called Wellington Resignalling (ETCS)","In planning","Funding source confirmed","Selective","Wellington","Wellington","Transport","500 million - 1 billion",2022-07-01,2025-04-01,NA,NA,2020-07-01,2026-01-01,2010,1,18,58.01,1.453488,72.54655,2.100296,25.0586967764179,44.5004017921029,-4108,-71.0986858757327,100
"IP003200","Auckland Metro Rail Network Programme - Drury Rail Stations","In procurement","Fully funded","Open","Auckland","Auckland","Transport","250 - 500 million",NA,NA,NA,NA,2020-10-01,2026-04-01,2008,0,1,66.175,1.443696,73.10828,2.067911,10.4771892708727,43.2372881825537,-324.35,408.802457030306,58.1387204121234
"IP003201","Rolling Stock Procurement & Mechanical Facilities - Mechanical Depots - Woburn","Under construction","Fully funded","Open","Wellington","Wellington","Transport","50 - 100 million",NA,NA,NA,NA,2019-07-01,2025-04-01,2101,0,18,64.324,1.674877,70.79394,2.389024,10.0583607984578,42.6387728770531,-4108,-3148.1418804507,27.3596559862858
"IP003204","Wellington Metro Rail Network Programme - Stage 6a - Wellington Train Station Safety Improvements","Under construction","Fully funded","Selective","Wellington","Wellington","Transport","100 - 250 million",NA,NA,NA,NA,2020-07-01,2025-01-01,1645,0,18,58.01,1.453488,70.23492,2.514151,21.073814859507,72.9736330812501,-4108,-2842.80861748697,34.5677164059832
"IP005897","Hillside Redevelopment - Wagon Assembly Workshop","Under construction","Fully funded","Open","Otago","Dunedin","Transport","50 - 100 million",NA,NA,NA,NA,2019-10-01,2024-10-01,1827,0,11,64.868,1.464844,69.83852,2.715554,7.6625146451255,85.3817880948415,-1552,-1202.69048998618,77.0900382786021
"IP006532","Whangarei to Otiria","Under construction","Fully funded","Limited","Northland","Whangārei","Transport","50 - 100 million",NA,NA,NA,NA,2022-01-01,2024-10-01,1004,0,10,67.989,5.949008,69.83852,2.715554,2.72032240509494,-54.3528265552845,-137.25,17.4258898079797,93.934872420739
"IP010398","Auckland Metro - Southern corridor 4 tracking (Westfield to Pukekohe)","Early planning","Funding source to be confirmed","To be determined","Auckland","Auckland","Transport","1 billion +",NA,NA,NA,NA,2025-07-01,2042-10-01,6301,0,1,71.39126,2.23914,77.72758,1.99759,8.87548419792563,-10.7876238198594,-324.35,-1649.49297127062,16.8690880306044
"IP010399","Auckland Metro - Avondale to Southdown crosstown rail corridor","Early planning","Funding source to be confirmed","To be determined","Auckland","Auckland","Transport","1 billion +",NA,NA,NA,NA,2024-07-01,2050-10-01,9588,0,1,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-324.35,-2490.82750151343,0
"IP010400","Auckland Metro - Signalling and telecommunications","In planning","Funding source to be confirmed","To be determined","Auckland","Auckland","Transport","250 - 500 million",NA,NA,NA,NA,2024-07-01,2032-10-01,3014,0,1,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-324.35,114.814754478315,52.2441514196522
"IP012495","Critical Network Investment - Overdue renewals","Under construction","Part funded","To be determined","Nationwide",NA,"Transport","50 - 100 million",NA,NA,NA,NA,2024-07-01,2046-04-01,7944,0,20,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,NA,NA,NA
"kaOrProject_2180","Tamaki Precinct Transport Bundle","In planning","Fully funded","To be determined","Auckland","Auckland","Transport","100 - 250 million",NA,NA,NA,NA,2021-10-01,2031-01-01,3379,0,1,65.62,4.933586,77.72758,1.99759,18.4510515086864,-59.5103845357109,-324.35,-568.126187740734,38.5509170879148
"kaOrProject_2568","Mount Roskill Precinct Transport Bundle","In planning","Fully funded","To be determined","Auckland","Auckland","Transport","50 - 100 million",NA,NA,NA,NA,2022-10-01,2030-01-01,2649,0,1,69.816,7.233273,77.72758,1.99759,11.3320442305489,-72.3833180359707,-324.35,-542.813590857105,39.0584446049298
"kaOrProject_2570","Mount Roskill Precinct Electricity Bundle","In planning","Fully funded","To be determined","Auckland","Auckland","Transport","< 1 million",NA,NA,NA,NA,2021-07-01,2030-01-01,3106,0,1,68.294,3.342884,77.72758,1.99759,13.8131900313351,-40.2435142828767,-324.35,-827.432306935048,33.3517274738847
"kaOrProject_2574","Mangere Precinct Transport Bundle","In planning","Fully funded","To be determined","Auckland","Auckland","Transport","50 - 100 million",NA,NA,NA,NA,2018-07-01,2033-10-01,5571,0,1,62.626,1.5,77.72758,1.99759,24.1139143486731,33.1726666666667,-324.35,-1224.82783703298,25.38379089311
"kaOrProject_2577","Mangere Precinct Electricity Bundle","In planning","Fully funded","To be determined","Auckland","Auckland","Transport","< 1 million",NA,NA,NA,NA,2018-07-01,2033-10-01,5571,0,1,62.626,1.5,77.72758,1.99759,24.1139143486731,33.1726666666667,-324.35,-1406.69686355239,21.7372454250297
"MBIE_R02.01210","Redevelopment of Taupō Airport","Under construction","Fully funded","To be determined","Waikato","Taupo","Transport","5 - 25 million",NA,NA,NA,NA,2020-01-01,2025-01-01,1827,0,16,65.376,1.853659,70.23492,2.514151,7.43226872246696,35.6317963552088,-102.875,-320.379698655584,39.6313810359816
"MBIE_R03.01294.G","Pūtauaki Industrial Development Off-Highway Road Construction - Grant","Under construction","Fully funded","To be determined","Bay of Plenty","Kawerau","Transport","1 - 5 million",NA,NA,NA,NA,2020-04-01,2024-01-01,1370,0,2,64.568,2.534113,69.307,4.655029,7.33954900260192,83.6946103034869,-110,-213.758217673701,50.6183783855757
"MBIE_R03.01371","Kawerau Container Terminal Rail Siding","In planning","Fully funded","To be determined","Bay of Plenty","Kawerau","Transport","5 - 25 million",NA,NA,NA,NA,2020-07-01,2026-04-01,2100,0,2,58.01,1.453488,73.10828,2.067911,26.0270298224444,42.2723132217122,-110,-339.113172628029,48.0914754413511
"MBIE_R04.00035","Tairawhiti Roading Package - Cluster","Under construction","Fully funded","To be determined","Gisborne",NA,"Transport","50 - 100 million",NA,NA,NA,NA,2019-04-01,2024-04-01,1827,0,4,64.14,1.48368,69.40367,4.013946,8.20653258497038,170.53987382724,-5113,-3828.86660481475,80.2086848230134
"MBIE_R05.06214","Facility Expansion of The Limery in Wairoa - Grant","In planning","Fully funded","To be determined","Hawke's Bay","Hawke's Bay","Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2024-07-01,366,0,5,69.609,6.029285,69.52124,3.42672,-0.126075651137049,-43.1654002091459,NA,NA,NA
"MBIE_R08.11924","Construction of Tāwhaki Aerospace at Kaitōrete Spit, Banks Peninsula","Under construction","Fully funded","To be determined","Canterbury","Birdlings Flat","Transport","5 - 25 million",NA,NA,NA,NA,2023-10-01,2024-07-01,274,0,3,69.371,5.649241,69.52124,3.42672,0.216574649349167,-39.3419399172384,-76.6451612903226,47.9924056685369,71.3995178877797
"MBIE_R12.04104","Port Tarakohe Upgrade","In planning","Fully funded","To be determined","Tasman","Tarakohe","Transport","5 - 25 million",NA,NA,NA,NA,2023-10-01,2038-10-01,5479,0,15,69.371,5.649241,77.72758,1.99759,12.0462152772773,-64.6396746040751,NA,NA,NA
"MBIE_TIF-R3-024","Restoring the Mauri of Matapouri - Stage 1","Under construction","Fully funded","To be determined","Northland",NA,"Transport","1 - 5 million",NA,NA,NA,NA,2022-01-01,2024-04-01,821,0,10,67.989,5.949008,69.40367,4.013946,2.08073364809013,-32.5274734880168,-137.25,-123.372436764348,83.3126077622883
"MBIE_TIF-R5-016","Kaikoura Link Pathway Project","Under construction","Fully funded","To be determined","Canterbury",NA,"Transport","1 - 5 million",NA,NA,NA,NA,2022-07-01,2024-04-01,640,0,3,68.588,7.301294,69.40367,4.013946,1.18923135242318,-45.0241833844795,-76.6451612903226,-42.5662906364236,69.846703131862
"MBIE_TIF-R5-025","Fairlie Camper Dump Station","Under construction","Fully funded","To be determined","Canterbury",NA,"Transport","< 1 million",NA,NA,NA,NA,2022-04-01,2024-04-01,731,0,3,67.898,6.928839,69.40367,4.013946,2.21754690859821,-42.0689959746503,-76.6451612903226,-55.5255868314145,69.6244893944853
"MBIE_TIF-R5-029","Alexandra Riverside Park Development","Under construction","Fully funded","To be determined","Otago",NA,"Transport","< 1 million",NA,NA,NA,NA,2022-10-01,2024-10-01,731,0,11,69.816,7.233273,69.83852,2.715554,0.0322562163400941,-62.4574656590454,-1552,-1153.18059177316,82.424749413703
"MBIE_TIF-R5-059a","Glenorchy Carpark and Marina","Under construction","Fully funded","To be determined","Otago",NA,"Transport","< 1 million",NA,NA,NA,NA,2022-04-01,2024-10-01,914,0,11,67.898,6.928839,69.83852,2.715554,2.85799287166044,-60.807950653782,-1552,-1185.46527189384,78.9460623480999
"MBIE_TIF-R5-059b","Marine Parade Development","Under construction","Fully funded","To be determined","Otago",NA,"Transport","< 1 million",NA,NA,NA,NA,2022-04-01,2022-10-01,183,0,11,67.898,6.928839,69.816,7.233273,2.82482547350438,4.39372310426032,-1552,-990.069816782822,100
"MBIE_TIF-R5-059c","Wanaka Lakefront Development - Stage 5","Under construction","Fully funded","To be determined","Otago",NA,"Transport","< 1 million",NA,NA,NA,NA,2022-04-01,2024-10-01,914,0,11,67.898,6.928839,69.83852,2.715554,2.85799287166044,-60.807950653782,-1552,-1185.46527189384,78.9460623480999
"MBIE_TIF-R5-059d","Wanaka Tree Carpark","Under construction","Fully funded","To be determined","Otago",NA,"Transport","< 1 million",NA,NA,NA,NA,2022-04-01,2023-10-01,548,0,11,67.898,6.928839,69.371,5.649241,2.169430616513,-18.4677115459026,-1552,-1090.40715706921,89.1886118571856
"MBIE_TIF-R5-060","Havelock Carpark","Under construction","Fully funded","To be determined","Marlborough",NA,"Transport","< 1 million",NA,NA,NA,NA,2022-10-01,2024-10-01,731,0,7,69.816,7.233273,69.83852,2.715554,0.0322562163400941,-62.4574656590454,-365,-279.078825981331,38.9478576797922
"MBIE_TIF-R5-062","Link Pathway","Under construction","Fully funded","To be determined","Marlborough",NA,"Transport","< 1 million",NA,NA,NA,NA,2022-10-01,2025-04-01,913,0,7,69.816,7.233273,70.79394,2.389024,1.40073908559643,-66.971742944031,-365,-319.438294719885,34.8900529511684
"IP000185","Feilding Enabling Growth Infrastructure Project","In procurement","Fully funded","Open","Manawatū - Whanganui","Feilding","Transport","5 - 25 million",NA,NA,NA,NA,2017-07-01,2025-04-01,2831,0,6,60.387,1.742739,70.79394,2.389024,17.2337423617666,37.0844400681915,0,-460.087595102335,13.2465086778434
"IP008657","Roading","In planning","Funding source to be confirmed","To be determined","Marlborough",NA,"Transport","250 - 500 million",NA,NA,NA,NA,2022-07-01,2028-04-01,2101,0,7,68.588,7.301294,77.22976,1.996746,12.599521782236,-72.652162753616,-365,328.153949911741,100
"IP008934","Blenheim CBD Street scape Invigoration","Under construction","Funding source confirmed","Open","Marlborough",NA,"Transport","1 - 5 million",NA,NA,NA,NA,2023-01-01,2024-10-01,639,1,7,69.505,7.219251,69.83852,2.715554,0.479850370476954,-62.3845465409085,-365,-165.766987178452,50.3404089118685
"IP012507","Hood Aerodrome - Upgrade Stages 1 & 2 and Runway - Masterton","Under construction","Fully funded","Open","Wellington","Masterton","Transport","5 - 25 million",NA,NA,NA,NA,2024-01-01,2026-01-01,731,0,18,69.307,4.655029,72.54655,2.100296,4.67420318293967,-54.8811403752801,-4108,-3015.86148145864,30.4824245278506
"IP012518","Millard Avenue - Roading Urbanisation - Masterton","In planning","Part funded","Open","Wellington","Masterton","Transport","5 - 25 million",NA,NA,NA,NA,2025-07-01,2027-04-01,639,0,18,71.39126,2.23914,75.21558,2.014421,5.35684620218217,-10.0359513027323,-4108,-3016.82189093284,30.4597519587026
"IP012519","Chamberlain Rd -Roading Upgrade - Masterton","In planning","Part funded","Open","Wellington","Masterton","Transport","1 - 5 million",NA,NA,NA,NA,2027-07-01,2028-04-01,275,0,18,75.72233,2.008215,77.22976,1.996746,1.99073377694532,-0.571104189541456,-4108,-2939.58845984967,32.2830162577325
"IP012520","Judds Road - Level Crossing Improvements - Masterton","On hold","Funding source to be confirmed","To be determined","Wellington","Masterton","Transport","1 - 5 million",NA,NA,NA,NA,2024-07-01,2035-04-01,3926,0,18,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-4108,-3807.15830579597,11.8021298741504
"IP012521","Walking and Cycling Improvements - Masterton","On hold","Funding source to be confirmed","To be determined","Wellington","Masterton","Transport","1 - 5 million",NA,NA,NA,NA,2027-07-01,2034-04-01,2466,0,18,75.72233,2.008215,77.72758,1.99759,2.64816204150084,-0.529076816974272,-4108,-3473.20867708488,19.6857422834902
"IP012522","Mataikona Road - Upgrade Stages 1-3 - Masterton","On hold","Funding source to be confirmed","To be determined","Wellington","Masterton","Transport","25 - 50 million",NA,NA,NA,NA,2027-07-01,2035-04-01,2831,0,18,75.72233,2.008215,77.72758,1.99759,2.64816204150084,-0.529076816974272,-4108,-3474.70146997897,19.6505016376782
"IP012523","Roading Renewals - Rural","Under construction","Funding source to be confirmed","Open","Wellington","Masterton","Transport","50 - 100 million",NA,NA,NA,NA,2024-07-01,2035-04-01,3926,0,18,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-4108,-3620.35740196011,16.2119743445282
"IP012524","Roading Renewals - Urban","Under construction","Funding source to be confirmed","Open","Wellington","Masterton","Transport","5 - 25 million",NA,NA,NA,NA,2024-07-01,2035-04-01,3926,0,18,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-4108,-3807.00683604338,11.8057056494124
"IP012525","Roading - Cyclone Recovery/Reinstatement - Masterton","Under construction","Funding source confirmed","Open","Wellington","Masterton","Transport","5 - 25 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,1,18,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-4108,-2818.28579312248,35.146631385521
"IP012526","HPMV Bridge Upgrades - Masterton","On hold","Funding source to be confirmed","Open","Wellington","Masterton","Transport","< 1 million",NA,NA,NA,NA,2027-07-01,2035-04-01,2831,0,18,75.72233,2.008215,77.72758,1.99759,2.64816204150084,-0.529076816974272,-4108,-3563.15111086139,17.5624541403549
"IP012527","MinImpvt-RAB works - Masterton","On hold","Funding source to be confirmed","Open","Wellington","Masterton","Transport","1 - 5 million",NA,NA,NA,NA,2027-07-01,2035-04-01,2831,0,18,75.72233,2.008215,77.72758,1.99759,2.64816204150084,-0.529076816974272,-4108,-3568.08298817783,17.4460263743971
"IP012528","Raised Speed Tables  - Masterton","On hold","Funding source to be confirmed","Open","Wellington","Masterton","Transport","< 1 million",NA,NA,NA,NA,2027-07-01,2035-04-01,2831,0,18,75.72233,2.008215,77.72758,1.99759,2.64816204150084,-0.529076816974272,-4108,-3563.15111086139,17.5624541403549
"IP012529","Ngaumutawa Paierau Roads - Speed management - Masterton","On hold","Funding source to be confirmed","To be determined","Wellington","Masterton","Transport","< 1 million",NA,NA,NA,NA,2027-07-01,2035-04-01,2831,0,18,75.72233,2.008215,77.72758,1.99759,2.64816204150084,-0.529076816974272,-4108,-3563.15111086139,17.5624541403549
"IP012530","Level Crossing - Improvements - Masterton","On hold","Funding source to be confirmed","To be determined","Wellington","Masterton","Transport","1 - 5 million",NA,NA,NA,NA,2024-07-01,2035-04-01,3926,0,18,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-4108,-3807.15830579597,11.8021298741504
"IP012531","Rural Roads - Minor Improvements - Masterton","On hold","Part funded","To be determined","Wellington","Masterton","Transport","5 - 25 million",NA,NA,NA,NA,2024-07-01,2035-04-01,3926,0,18,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-4108,-3807.00683604338,11.8057056494124
"IP012532","Urban Roads - Minor Improvements - Masterton","On hold","Part funded","To be determined","Wellington","Masterton","Transport","1 - 5 million",NA,NA,NA,NA,2024-07-01,2035-04-01,3926,0,18,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-4108,-3807.15830579597,11.8021298741504
"IP012533","Footpath - Renewals - Masterton","Under construction","Funding source confirmed","Procurement not required","Wellington","Masterton","Transport","5 - 25 million",NA,NA,NA,NA,2024-10-01,2025-04-01,182,1,18,69.83852,2.715554,70.79394,2.389024,1.36804159080118,-12.0244340565498,-4108,-2795.29298856781,35.689426896366
"IP013072","Street Furniture Replacement  - Distrct-wide, Matamata, Morrinsville, Te Aroha","In planning","Fully funded","To be determined","Waikato","Matamata, Morrinsville, Te Aroha","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2034-07-01,3652,0,16,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-102.875,-805.504106263678,27.8145954174912
"IP013074","Tracks & Track Structures Renewals - District-wide, Matamata, Morrinsville, Te Aroha","In planning","Fully funded","To be determined","Waikato","Matamata, Morrinsville, Te Aroha","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2027-04-01,1004,0,16,69.52124,3.42672,75.21558,2.014421,8.19079176378327,-41.2143098940094,-102.875,-136.530278226061,44.1096327034476
"IP013076","Waharoa Rest Area Car Park Upgrade, Matamata","In planning","Fully funded","To be determined","Waikato","Matamata","Transport","< 1 million",NA,NA,NA,NA,2025-07-01,2027-04-01,639,0,16,71.39126,2.23914,75.21558,2.014421,5.35684620218217,-10.0359513027323,-102.875,-54.1807031031352,46.1155249235469
"IP013086","Renewals - Pavement Renewals - Subsidised","In planning","Part funded","Open","Waikato","Matamata, Morrinsville, Te Aroha","Transport","25 - 50 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,0,16,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-102.875,-693.400870012886,30.5452350001212
"IP013087","Renewals - Reseals - Subsidised","In planning","Part funded","Open","Waikato","Matamata, Morrinsville, Te Aroha","Transport","25 - 50 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,0,16,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-102.875,-693.400870012886,30.5452350001212
"IP013088","Renewals - District-wide Footpaths - Subsidised","In planning","Part funded","Open","Waikato","Matamata, Morrinsville, Te Aroha","Transport","1 - 5 million",NA,NA,NA,NA,2024-07-01,2034-04-01,3561,0,16,69.52124,3.42672,77.72758,1.99759,11.8040759917401,-41.7054792921511,-102.875,-786.782388211744,28.2706238612471
